date,ride_id,train_number,station_order,station_name,to_station,mileage,arrival_delay,departure_delay,major_holiday
2020-01-11,G2094_20200111_7,G2094,7.0,Jinandong Railway Station,Qihe Railway Station,30.0,-2.0,-1.0,False
2020-01-11,G2094_20200111_8,G2094,8.0,Qihe Railway Station,Yuchengdong Railway Station,89.0,0.0,-1.0,False
2020-01-11,G2094_20200111_9,G2094,9.0,Yuchengdong Railway Station,Dezhoudong Railway Station,42.0,-1.0,-1.0,False
2020-01-11,G2094_20200111_12,G2094,12.0,Hengshuibei Railway Station,Xinjinan Railway Station,17.0,-2.0,-1.0,False
2020-01-11,G2094_20200111_13,G2094,13.0,Xinjinan Railway Station,Shijiazhuang Railway Station,73.0,-2.0,-1.0,False
2020-01-11,G2094_20200111_14,G2094,14.0,Shijiazhuang Railway Station,Handandong Railway Station,175.0,-3.0,-1.0,False
2020-01-11,G2094_20200111_16,G2094,16.0,Hebidong Railway Station,Xinxiangdong Railway Station,64.0,-1.0,-2.0,False
2020-01-11,G2094_20200111_17,G2094,17.0,Xinxiangdong Railway Station,Zhengzhoudong Railway Station,67.0,-1.0,-1.0,False
2020-01-11,G2094_20200111_18,G2094,18.0,Zhengzhoudong Railway Station,Luoyanglongmen Railway Station,100.0,-1.0,-1.0,False
2020-01-11,G2094_20200111_19,G2094,19.0,Luoyanglongmen Railway Station,Huashanbei Railway Station,259.0,-2.0,-1.0,False
2020-01-11,G2094_20200111_24,G2094,24.0,Qishan Railway Station,Baojinan Railway Station,37.0,0.0,-1.0,False
2020-01-11,G2094_20200111_26,G2094,26.0,Tianshuinan Railway Station,Dingxibei Railway Station,175.0,-4.0,-1.0,False
2020-01-11,G2278_20200111_2,G2278,2.0,Zhangzhou Railway Station,Longyan Railway Station,114.0,-1.0,-2.0,False
2020-01-11,G2278_20200111_19,G2278,19.0,Guiyangdong Railway Station,Qianxi Railway Station,81.0,1.0,1.0,False
2020-01-11,G2278_20200111_20,G2278,20.0,Qianxi Railway Station,Bijie Railway Station,71.0,224.0,224.0,False
2020-01-11,G2296_20200111_1,G2296,1.0,Shamenbei Railway Station,Longyan Railway Station,156.0,0.0,-1.0,False
2020-01-11,G2296_20200111_4,G2296,4.0,Xingguoxi Railway Station,Taihe Railway Station,89.0,156.0,157.0,False
2020-01-11,G2296_20200111_5,G2296,5.0,Taihe Railway Station,Jianxi Railway Station,36.0,130.0,131.0,False
2020-01-11,G2296_20200111_6,G2296,6.0,Jianxi Railway Station,Zhangshudong Railway Station,116.0,116.0,117.0,False
2020-01-11,G2296_20200111_7,G2296,7.0,Zhangshudong Railway Station,Nanchangxi Railway Station,9.0,85.0,86.0,False
2020-01-11,G2296_20200111_8,G2296,8.0,Nanchangxi Railway Station,Yongxiu Railway Station,53.0,-2.0,-1.0,False
2020-01-11,G2296_20200111_9,G2296,9.0,Yongxiu Railway Station,Gongqingcheng Railway Station,26.0,0.0,-1.0,False
2020-01-11,G2296_20200111_15,G2296,15.0,Dayebei Railway Station,Huangshibei Railway Station,10.0,2.0,1.0,False
2020-01-11,G2296_20200111_18,G2296,18.0,Wuhan Railway Station,Xiaoganbei Railway Station,126.0,-1.0,-2.0,False
2020-01-11,G2296_20200111_19,G2296,19.0,Xiaoganbei Railway Station,Xinyangdong Railway Station,73.0,-1.0,-2.0,False
2020-01-11,G2296_20200111_20,G2296,20.0,Xinyangdong Railway Station,Zhumadianxi Railway Station,78.0,-2.0,-2.0,False
2020-01-11,G2296_20200111_21,G2296,21.0,Zhumadianxi Railway Station,Tahexi Railway Station,104.0,-2.0,-2.0,False
2020-01-11,G2296_20200111_22,G2296,22.0,Tahexi Railway Station,Xuchangdong Railway Station,64.0,-1.0,-1.0,False
2020-01-11,G2296_20200111_23,G2296,23.0,Xuchangdong Railway Station,Zhengzhou Railway Station,100.0,0.0,-1.0,False
2020-01-11,G2296_20200111_25,G2296,25.0,Zhengzhouxi Railway Station,Luoyanglongmen Railway Station,46.0,-1.0,-1.0,False
2020-01-11,G2296_20200111_26,G2296,26.0,Luoyanglongmen Railway Station,Sanmenxianan Railway Station,123.0,-1.0,-1.0,False
2020-01-11,G2296_20200111_27,G2296,27.0,Sanmenxianan Railway Station,Huashanbei Railway Station,136.0,-1.0,-1.0,False
2020-01-11,G2296_20200111_28,G2296,28.0,Huashanbei Railway Station,Weinanbei Railway Station,58.0,-1.0,-1.0,False
2020-01-11,G2296_20200111_29,G2296,29.0,Weinanbei Railway Station,Xianbei Railway Station,63.0,-2.0,-1.0,False
2020-01-11,G2334_20200111_1,G2334,1.0,Guiyangbei Railway Station,Guidingbei Railway Station,60.0,0.0,0.0,False
2020-01-11,G2334_20200111_2,G2334,2.0,Guidingbei Railway Station,Kailinan Railway Station,67.0,0.0,-1.0,False
2020-01-11,G2334_20200111_3,G2334,3.0,Kailinan Railway Station,Zhijiang Railway Station,213.0,-3.0,-1.0,False
2020-01-11,G2334_20200111_4,G2334,4.0,Zhijiang Railway Station,Huaihuanan Railway Station,34.0,-1.0,-1.0,False
2020-01-11,G2334_20200111_6,G2334,6.0,Loudinan Railway Station,Xiangtanbei Railway Station,99.0,-3.0,-1.0,False
2020-01-11,G2334_20200111_7,G2334,7.0,Xiangtanbei Railway Station,Changshanan Railway Station,26.0,-1.0,-2.0,False
2020-01-11,G2334_20200111_10,G2334,10.0,Pingxiangbei Railway Station,Yichun Railway Station,21.0,0.0,-1.0,False
2020-01-11,G2334_20200111_11,G2334,11.0,Yichun Railway Station,Xinyubei Railway Station,49.0,-1.0,-1.0,False
2020-01-11,G2334_20200111_12,G2334,12.0,Xinyubei Railway Station,Nanchangxi Railway Station,127.0,0.0,-1.0,False
2020-01-11,G2334_20200111_13,G2334,13.0,Nanchangxi Railway Station,Fuzhoudong Railway Station,137.0,-2.0,-1.0,False
2020-01-11,G2334_20200111_14,G2334,14.0,Fuzhoudong Railway Station,Yingtanbei Railway Station,43.0,1.0,-2.0,False
2020-01-11,G2334_20200111_15,G2334,15.0,Yingtanbei Railway Station,Shangrao Railway Station,52.0,-1.0,-3.0,False
2020-01-11,G2334_20200111_16,G2334,16.0,Shangrao Railway Station,Quzhou Railway Station,102.0,1.0,0.0,False
2020-01-11,G2334_20200111_17,G2334,17.0,Quzhou Railway Station,Longyou Railway Station,29.0,-1.0,-1.0,False
2020-01-11,G2334_20200111_18,G2334,18.0,Longyou Railway Station,Jinhua Railway Station,49.0,-1.0,-2.0,False
2020-01-11,G2334_20200111_19,G2334,19.0,Jinhua Railway Station,Yiwu Railway Station,48.0,0.0,-1.0,False
2020-01-11,G2334_20200111_20,G2334,20.0,Yiwu Railway Station,Zhuji Railway Station,79.0,-1.0,-2.0,False
2020-01-11,G2334_20200111_21,G2334,21.0,Zhuji Railway Station,Hangzhoudong Railway Station,66.0,-1.0,-1.0,False
2020-01-11,G2334_20200111_22,G2334,22.0,Hangzhoudong Railway Station,Shaoxingbei Railway Station,42.0,-1.0,-1.0,False
2020-01-11,G2334_20200111_23,G2334,23.0,Shaoxingbei Railway Station,Yuyaobei Railway Station,63.0,-2.0,-2.0,False
2020-01-11,G2334_20200111_24,G2334,24.0,Yuyaobei Railway Station,Ningbo Railway Station,49.0,3.0,2.0,False
2020-01-11,G2334_20200111_25,G2334,25.0,Ningbo Railway Station,Ninghai Railway Station,72.0,2.0,-1.0,False
2020-01-11,G2344_20200111_1,G2344,1.0,Nanningdong Railway Station,Laibinbei Railway Station,65.0,0.0,-1.0,False
2020-01-11,G2344_20200111_2,G2344,2.0,Laibinbei Railway Station,Liuzhou Railway Station,147.0,-1.0,-1.0,False
2020-01-11,G2344_20200111_3,G2344,3.0,Liuzhou Railway Station,Yongfunan Railway Station,72.0,-1.0,-1.0,False
2020-01-11,G2344_20200111_4,G2344,4.0,Yongfunan Railway Station,Guilinbei Railway Station,92.0,-3.0,-1.0,False
2020-01-11,G2344_20200111_5,G2344,5.0,Guilinbei Railway Station,Quanzhounan Railway Station,109.0,-3.0,-2.0,False
2020-01-11,G2344_20200111_6,G2344,6.0,Quanzhounan Railway Station,Dongandong Railway Station,61.0,-4.0,-1.0,False
2020-01-11,G2344_20200111_7,G2344,7.0,Dongandong Railway Station,Yongzhou Railway Station,29.0,-1.0,-1.0,False
2020-01-11,G2344_20200111_8,G2344,8.0,Yongzhou Railway Station,Qidong Railway Station,62.0,0.0,0.0,False
2020-01-11,G2344_20200111_9,G2344,9.0,Qidong Railway Station,Hengyangdong Railway Station,73.0,0.0,-1.0,False
2020-01-11,G2344_20200111_10,G2344,10.0,Hengyangdong Railway Station,Zhuzhouxi Railway Station,41.0,-1.0,7.0,False
2020-01-11,G2344_20200111_11,G2344,11.0,Zhuzhouxi Railway Station,Changshanan Railway Station,136.0,8.0,5.0,False
2020-01-11,G2344_20200111_12,G2344,12.0,Changshanan Railway Station,Pingxiangbei Railway Station,65.0,0.0,-1.0,False
2020-01-11,G2344_20200111_13,G2344,13.0,Pingxiangbei Railway Station,Xinyubei Railway Station,110.0,1.0,-1.0,False
2020-01-11,G2344_20200111_14,G2344,14.0,Xinyubei Railway Station,Nanchangxi Railway Station,127.0,1.0,1.0,False
2020-01-11,G2344_20200111_15,G2344,15.0,Nanchangxi Railway Station,Yingtanbei Railway Station,140.0,0.0,-1.0,False
2020-01-11,G2344_20200111_16,G2344,16.0,Yingtanbei Railway Station,Shangrao Railway Station,52.0,-1.0,-2.0,False
2020-01-11,G2344_20200111_17,G2344,17.0,Shangrao Railway Station,Jiangshan Railway Station,72.0,-1.0,-1.0,False
2020-01-11,G2344_20200111_18,G2344,18.0,Jiangshan Railway Station,Quzhou Railway Station,30.0,2.0,1.0,False
2020-01-11,G2344_20200111_19,G2344,19.0,Quzhou Railway Station,Jinhua Railway Station,41.0,2.0,1.0,False
2020-01-11,G2344_20200111_20,G2344,20.0,Jinhua Railway Station,Wuyibei Railway Station,32.0,1.0,1.0,False
2020-01-11,G2344_20200111_21,G2344,21.0,Wuyibei Railway Station,Yongkangnan Railway Station,24.0,4.0,0.0,False
2020-01-11,G2344_20200111_22,G2344,22.0,Yongkangnan Railway Station,Jinyunxi Railway Station,21.0,0.0,-1.0,False
2020-01-11,G2344_20200111_24,G2344,24.0,Wenzhounan Railway Station,Leqing Railway Station,35.0,0.0,-1.0,False
2020-01-11,G2344_20200111_25,G2344,25.0,Leqing Railway Station,Wenling Railway Station,64.0,-1.0,0.0,False
2020-01-11,G2344_20200111_26,G2344,26.0,Wenling Railway Station,Taizhou Railway Station,24.0,-1.0,0.0,False
2020-01-11,G2344_20200111_27,G2344,27.0,Taizhou Railway Station,Ningbo Railway Station,152.0,0.0,0.0,False
2020-01-11,G2364_20200111_1,G2364,1.0,Guiyangbei Railway Station,Sansui Railway Station,219.0,0.0,-1.0,False
2020-01-11,G2364_20200111_2,G2364,2.0,Sansui Railway Station,Xinhuangxi Railway Station,67.0,-2.0,-1.0,False
2020-01-11,G2364_20200111_3,G2364,3.0,Xinhuangxi Railway Station,Huaihuanan Railway Station,88.0,0.0,-1.0,False
2020-01-11,G2364_20200111_5,G2364,5.0,Xupunan Railway Station,Loudinan Railway Station,146.0,-2.0,-2.0,False
2020-01-11,G2364_20200111_6,G2364,6.0,Loudinan Railway Station,Shaoshannan Railway Station,59.0,0.0,-1.0,False
2020-01-11,G2364_20200111_8,G2364,8.0,Changshanan Railway Station,Pingxiangbei Railway Station,65.0,-2.0,-2.0,False
2020-01-11,G2364_20200111_9,G2364,9.0,Pingxiangbei Railway Station,Xinyubei Railway Station,110.0,-1.0,-1.0,False
2020-01-11,G2364_20200111_10,G2364,10.0,Xinyubei Railway Station,Nanchangxi Railway Station,127.0,1.0,0.0,False
2020-01-11,G2364_20200111_11,G2364,11.0,Nanchangxi Railway Station,Yingtanbei Railway Station,140.0,0.0,0.0,False
2020-01-11,G2364_20200111_12,G2364,12.0,Yingtanbei Railway Station,Shangrao Railway Station,52.0,0.0,-1.0,False
2020-01-11,G2364_20200111_13,G2364,13.0,Shangrao Railway Station,Jiangshan Railway Station,72.0,6.0,6.0,False
2020-01-11,G2364_20200111_14,G2364,14.0,Jiangshan Railway Station,Longyou Railway Station,59.0,4.0,2.0,False
2020-01-11,G2364_20200111_15,G2364,15.0,Longyou Railway Station,Jinhua Railway Station,49.0,3.0,2.0,False
2020-01-11,G2364_20200111_16,G2364,16.0,Jinhua Railway Station,Jinhuanan Railway Station,13.0,3.0,3.0,False
2020-01-11,G2364_20200111_17,G2364,17.0,Jinhuanan Railway Station,Wuyibei Railway Station,19.0,2.0,2.0,False
2020-01-11,G2364_20200111_18,G2364,18.0,Wuyibei Railway Station,Lishui Railway Station,74.0,4.0,2.0,False
2020-01-11,G2364_20200111_19,G2364,19.0,Lishui Railway Station,Wenzhounan Railway Station,90.0,2.0,2.0,False
2020-01-11,G2364_20200111_20,G2364,20.0,Wenzhounan Railway Station,Yongjia Railway Station,18.0,1.0,-1.0,False
2020-01-11,G2364_20200111_21,G2364,21.0,Yongjia Railway Station,Yandangshan Railway Station,58.0,1.0,0.0,False
2020-01-11,G2364_20200111_22,G2364,22.0,Yandangshan Railway Station,Taizhou Railway Station,47.0,0.0,-1.0,False
2020-01-11,G2364_20200111_23,G2364,23.0,Taizhou Railway Station,Sanmenxian Railway Station,46.0,1.0,0.0,False
2020-01-11,G2364_20200111_24,G2364,24.0,Sanmenxian Railway Station,Ningbo Railway Station,106.0,1.0,0.0,False
2020-01-11,G2390_20200111_1,G2390,1.0,Xianbei Railway Station,Sanmenxianan Railway Station,257.0,0.0,-1.0,False
2020-01-11,G2390_20200111_2,G2390,2.0,Sanmenxianan Railway Station,Luoyanglongmen Railway Station,123.0,-2.0,-1.0,False
2020-01-11,G2390_20200111_3,G2390,3.0,Luoyanglongmen Railway Station,Zhengzhouxi Railway Station,101.0,-1.0,0.0,False
2020-01-11,G2390_20200111_4,G2390,4.0,Zhengzhouxi Railway Station,Zhengzhou Railway Station,24.0,-1.0,-1.0,False
2020-01-11,G2390_20200111_5,G2390,5.0,Zhengzhou Railway Station,Xuchangdong Railway Station,100.0,-2.0,0.0,False
2020-01-11,G2390_20200111_6,G2390,6.0,Xuchangdong Railway Station,Tahexi Railway Station,64.0,-2.0,-2.0,False
2020-01-11,G2390_20200111_7,G2390,7.0,Tahexi Railway Station,Zhumadianxi Railway Station,64.0,0.0,-1.0,False
2020-01-11,G2390_20200111_16,G2390,16.0,Jiujiang Railway Station,Hukou Railway Station,30.0,-5.0,0.0,False
2020-01-11,G2390_20200111_20,G2390,20.0,Jingdezhenbei Railway Station,Wuyuan Railway Station,69.0,3.0,3.0,False
2020-01-11,G2390_20200111_21,G2390,21.0,Wuyuan Railway Station,Huangshanbei Railway Station,76.0,20.0,0.0,False
2020-01-11,G2390_20200111_22,G2390,22.0,Huangshanbei Railway Station,Jixibei Railway Station,41.0,0.0,0.0,False
2020-01-11,G2390_20200111_23,G2390,23.0,Jixibei Railway Station,Qiandaohu Railway Station,24.0,-6.0,-8.0,False
2020-01-11,G2390_20200111_24,G2390,24.0,Qiandaohu Railway Station,Tonglu Railway Station,70.0,2.0,1.0,False
2020-01-11,G2390_20200111_25,G2390,25.0,Tonglu Railway Station,Fuyang Railway Station,38.0,2.0,1.0,False
2020-01-11,G2390_20200111_26,G2390,26.0,Fuyang Railway Station,Hangzhoudong Railway Station,58.0,2.0,1.0,False
2020-01-11,G242_20200111_1,G242,1.0,Shamen Railway Station,Shamenbei Railway Station,31.0,0.0,-1.0,False
2020-01-11,G242_20200111_2,G242,2.0,Shamenbei Railway Station,Jinjiang Railway Station,46.0,-2.0,-2.0,False
2020-01-11,G242_20200111_3,G242,3.0,Jinjiang Railway Station,Quanzhou Railway Station,25.0,-1.0,-1.0,False
2020-01-11,G242_20200111_4,G242,4.0,Quanzhou Railway Station,Fuzhou Railway Station,174.0,1.0,1.0,False
2020-01-11,G242_20200111_5,G242,5.0,Fuzhou Railway Station,Yanping Railway Station,121.0,-5.0,-1.0,False
2020-01-11,G242_20200111_6,G242,6.0,Yanping Railway Station,Nanpingshi Railway Station,134.0,563.0,563.0,False
2020-01-11,G242_20200111_7,G242,7.0,Nanpingshi Railway Station,Shangrao Railway Station,115.0,534.0,534.0,False
2020-01-11,G242_20200111_8,G242,8.0,Shangrao Railway Station,Wuyuan Railway Station,86.0,-1.0,-2.0,False
2020-01-11,G242_20200111_9,G242,9.0,Wuyuan Railway Station,Huangshanbei Railway Station,76.0,-1.0,-2.0,False
2020-01-11,G242_20200111_10,G242,10.0,Huangshanbei Railway Station,Jixibei Railway Station,41.0,-1.0,-1.0,False
2020-01-11,G242_20200111_11,G242,11.0,Jixibei Railway Station,Jingde Railway Station,28.0,0.0,-1.0,False
2020-01-11,G242_20200111_12,G242,12.0,Jingde Railway Station,Nanling Railway Station,64.0,1.0,0.0,False
2020-01-11,G242_20200111_13,G242,13.0,Nanling Railway Station,Tonglingbei Railway Station,34.0,2.0,1.0,False
2020-01-11,G242_20200111_14,G242,14.0,Tonglingbei Railway Station,Wuwei Railway Station,34.0,1.0,0.0,False
2020-01-11,G242_20200111_15,G242,15.0,Wuwei Railway Station,Hefeinan Railway Station,105.0,2.0,1.0,False
2020-01-11,G242_20200111_16,G242,16.0,Hefeinan Railway Station,Huainandong Railway Station,109.0,0.0,-2.0,False
2020-01-11,G242_20200111_17,G242,17.0,Huainandong Railway Station,Bangbunan Railway Station,43.0,0.0,-1.0,False
2020-01-11,G242_20200111_18,G242,18.0,Bangbunan Railway Station,Xuzhoudong Railway Station,210.0,-2.0,0.0,False
2020-01-11,G242_20200111_19,G242,19.0,Xuzhoudong Railway Station,Qufudong Railway Station,157.0,229.0,229.0,False
2020-01-11,G242_20200111_20,G242,20.0,Qufudong Railway Station,Taian Railway Station,70.0,190.0,190.0,False
2020-01-11,G242_20200111_21,G242,21.0,Taian Railway Station,Jinan Railway Station,62.0,2.0,-1.0,False
2020-01-11,G242_20200111_22,G242,22.0,Jinan Railway Station,Zibo Railway Station,110.0,0.0,0.0,False
2020-01-11,G242_20200111_24,G242,24.0,Weifang Railway Station,Qingdaobei Railway Station,168.0,2.0,1.0,False
2020-01-11,G244_20200111_1,G244,1.0,Qingdao Railway Station,Gaomi Railway Station,98.0,0.0,-1.0,False
2020-01-11,G244_20200111_2,G244,2.0,Gaomi Railway Station,Weifang Railway Station,85.0,7.0,6.0,False
2020-01-11,G244_20200111_3,G244,3.0,Weifang Railway Station,Qingzhoushi Railway Station,57.0,9.0,7.0,False
2020-01-11,G244_20200111_4,G244,4.0,Qingzhoushi Railway Station,Zibo Railway Station,43.0,10.0,9.0,False
2020-01-11,G244_20200111_5,G244,5.0,Zibo Railway Station,Jinan Railway Station,110.0,10.0,9.0,False
2020-01-11,G244_20200111_6,G244,6.0,Jinan Railway Station,Taian Railway Station,62.0,9.0,10.0,False
2020-01-11,G244_20200111_13,G244,13.0,Huainandong Railway Station,Hefeinan Railway Station,119.0,0.0,-1.0,False
2020-01-11,G244_20200111_25,G244,25.0,Fuzhou Railway Station,Quanzhou Railway Station,174.0,3.0,-3.0,False
2020-01-11,G244_20200111_27,G244,27.0,Shamenbei Railway Station,Shamen Railway Station,31.0,-1.0,-1.0,False
2020-01-11,G2630_20200111_1,G2630,1.0,Shenyang Railway Station,Liaoyang Railway Station,65.0,0.0,-1.0,False
2020-01-11,G2630_20200111_2,G2630,2.0,Liaoyang Railway Station,Anshanxi Railway Station,30.0,-2.0,-1.0,False
2020-01-11,G2630_20200111_3,G2630,3.0,Anshanxi Railway Station,Panjin Railway Station,105.0,0.0,-1.0,False
2020-01-11,G2630_20200111_4,G2630,4.0,Panjin Railway Station,Jinzhounan Railway Station,98.0,1.0,0.0,False
2020-01-11,G2630_20200111_5,G2630,5.0,Jinzhounan Railway Station,Shanhaiguan Railway Station,165.0,1.0,-1.0,False
2020-01-11,G2630_20200111_6,G2630,6.0,Shanhaiguan Railway Station,Beidaihe Railway Station,38.0,-2.0,0.0,False
2020-01-11,G2630_20200111_7,G2630,7.0,Beidaihe Railway Station,Tangshan Railway Station,126.0,0.0,4.0,False
2020-01-11,G2630_20200111_8,G2630,8.0,Tangshan Railway Station,Tianjinxi Railway Station,301.0,4.0,2.0,False
2020-01-11,G2630_20200111_9,G2630,9.0,Tianjinxi Railway Station,Dezhoudong Railway Station,129.0,6.0,2.0,False
2020-01-11,G2630_20200111_11,G2630,11.0,Jinandong Railway Station,Zouping Railway Station,54.0,0.0,1.0,False
2020-01-11,G2630_20200111_12,G2630,12.0,Zouping Railway Station,Zibobei Railway Station,28.0,3.0,2.0,False
2020-01-11,G2630_20200111_19,G2630,19.0,Rizhaoxi Railway Station,Lanshanxi Railway Station,27.0,-2.0,-1.0,False
2020-01-11,G2632_20200111_1,G2632,1.0,Yancheng Railway Station,Sheyang Railway Station,38.0,0.0,-440.0,False
2020-01-11,G2632_20200111_2,G2632,2.0,Sheyang Railway Station,Funingdong Railway Station,15.0,-4.0,-1.0,False
2020-01-11,G2632_20200111_3,G2632,3.0,Funingdong Railway Station,Binhaigang Railway Station,31.0,-2.0,-1.0,False
2020-01-11,G2632_20200111_4,G2632,4.0,Binhaigang Railway Station,Xiangshuixian Railway Station,22.0,-2.0,-1.0,False
2020-01-11,G2632_20200111_5,G2632,5.0,Xiangshuixian Railway Station,Lianyungang Railway Station,80.0,-2.0,-2.0,False
2020-01-11,G2632_20200111_6,G2632,6.0,Lianyungang Railway Station,Ganyu Railway Station,35.0,-4.0,0.0,False
2020-01-11,G2632_20200111_7,G2632,7.0,Ganyu Railway Station,Lanshanxi Railway Station,38.0,-1.0,0.0,False
2020-01-11,G2632_20200111_8,G2632,8.0,Lanshanxi Railway Station,Rizhaoxi Railway Station,27.0,-3.0,-1.0,False
2020-01-11,G2632_20200111_9,G2632,9.0,Rizhaoxi Railway Station,Dongjiakou Railway Station,44.0,-2.0,-2.0,False
2020-01-11,G2632_20200111_10,G2632,10.0,Dongjiakou Railway Station,Qingdaoxi Railway Station,35.0,-2.0,-2.0,False
2020-01-11,G2632_20200111_11,G2632,11.0,Qingdaoxi Railway Station,Gaomibei Railway Station,95.0,-3.0,-1.0,False
2020-01-11,G2632_20200111_12,G2632,12.0,Gaomibei Railway Station,Weifangbei Railway Station,63.0,1.0,0.0,False
2020-01-11,G2632_20200111_13,G2632,13.0,Weifangbei Railway Station,Qingzhoushibei Railway Station,55.0,0.0,0.0,False
2020-01-11,G2632_20200111_14,G2632,14.0,Qingzhoushibei Railway Station,Linzibei Railway Station,23.0,1.0,0.0,False
2020-01-11,G2632_20200111_15,G2632,15.0,Linzibei Railway Station,Zibobei Railway Station,30.0,0.0,-1.0,False
2020-01-11,G2632_20200111_16,G2632,16.0,Zibobei Railway Station,Zhangqiubei Railway Station,52.0,1.0,0.0,False
2020-01-11,G2632_20200111_17,G2632,17.0,Zhangqiubei Railway Station,Jinandong Railway Station,30.0,1.0,0.0,False
2020-01-11,G2632_20200111_18,G2632,18.0,Jinandong Railway Station,Pingyuandong Railway Station,78.0,0.0,-1.0,False
2020-01-11,G2632_20200111_19,G2632,19.0,Pingyuandong Railway Station,Dezhoudong Railway Station,83.0,-2.0,-2.0,False
2020-01-11,G2632_20200111_20,G2632,20.0,Dezhoudong Railway Station,Tianjinxi Railway Station,209.0,-1.0,-2.0,False
2020-01-11,G2632_20200111_21,G2632,21.0,Tianjinxi Railway Station,Binhaixi Railway Station,43.0,2.0,0.0,False
2020-01-11,G2632_20200111_22,G2632,22.0,Binhaixi Railway Station,Tangshan Railway Station,76.0,-1.0,-1.0,False
2020-01-11,G2632_20200111_23,G2632,23.0,Tangshan Railway Station,Beidaihe Railway Station,126.0,0.0,0.0,False
2020-01-11,G2632_20200111_24,G2632,24.0,Beidaihe Railway Station,Qinhuangdao Railway Station,22.0,3.0,4.0,False
2020-01-11,G2632_20200111_25,G2632,25.0,Qinhuangdao Railway Station,Shanhaiguan Railway Station,16.0,3.0,0.0,False
2020-01-11,G2632_20200111_26,G2632,26.0,Shanhaiguan Railway Station,Huludaobei Railway Station,122.0,0.0,0.0,False
2020-01-11,G2632_20200111_27,G2632,27.0,Huludaobei Railway Station,Jinzhounan Railway Station,43.0,4.0,5.0,False
2020-01-11,G2632_20200111_28,G2632,28.0,Jinzhounan Railway Station,Panjin Railway Station,98.0,5.0,5.0,False
2020-01-11,G2632_20200111_29,G2632,29.0,Panjin Railway Station,Anshanxi Railway Station,105.0,7.0,5.0,False
2020-01-11,G2632_20200111_30,G2632,30.0,Anshanxi Railway Station,Liaoyang Railway Station,30.0,5.0,4.0,False
2020-01-11,G2632_20200111_31,G2632,31.0,Liaoyang Railway Station,Shenyang Railway Station,65.0,3.0,2.0,False
2020-01-11,G2680_20200111_1,G2680,1.0,Zhongqingxi Railway Station,Neijiangbei Railway Station,149.0,0.0,0.0,False
2020-01-11,G2680_20200111_2,G2680,2.0,Neijiangbei Railway Station,Chengdudong Railway Station,153.0,0.0,0.0,False
2020-01-11,G2680_20200111_3,G2680,3.0,Chengdudong Railway Station,Deyang Railway Station,66.0,-3.0,0.0,False
2020-01-11,G2680_20200111_4,G2680,4.0,Deyang Railway Station,Mianyang Railway Station,47.0,0.0,0.0,False
2020-01-11,G2680_20200111_5,G2680,5.0,Mianyang Railway Station,Jiangyou Railway Station,39.0,1.0,0.0,False
2020-01-11,G2680_20200111_6,G2680,6.0,Jiangyou Railway Station,Jianmenguan Railway Station,88.0,-1.0,0.0,False
2020-01-11,G2680_20200111_7,G2680,7.0,Jianmenguan Railway Station,Guangyuan Railway Station,38.0,-3.0,0.0,False
2020-01-11,G2680_20200111_8,G2680,8.0,Guangyuan Railway Station,Ningqiangnan Railway Station,62.0,0.0,0.0,False
2020-01-11,G2680_20200111_9,G2680,9.0,Ningqiangnan Railway Station,Hanzhong Railway Station,298.0,1.0,1.0,False
2020-01-11,G2680_20200111_10,G2680,10.0,Hanzhong Railway Station,Chenggubei Railway Station,28.0,3.0,-1.0,False
2020-01-11,G2680_20200111_11,G2680,11.0,Chenggubei Railway Station,Foping Railway Station,148.0,0.0,-1.0,False
2020-01-11,G2680_20200111_12,G2680,12.0,Foping Railway Station,Huyi Railway Station,95.0,0.0,-1.0,False
2020-01-11,G2680_20200111_13,G2680,13.0,Huyi Railway Station,Xianbei Railway Station,45.0,1.0,0.0,False
2020-01-11,G2680_20200111_14,G2680,14.0,Xianbei Railway Station,Weinanbei Railway Station,55.0,-2.0,-1.0,False
2020-01-11,G2680_20200111_15,G2680,15.0,Weinanbei Railway Station,Minchinan Railway Station,260.0,0.0,-1.0,False
2020-01-11,G2680_20200111_16,G2680,16.0,Minchinan Railway Station,Luoyanglongmen Railway Station,65.0,-2.0,-2.0,False
2020-01-11,G2680_20200111_17,G2680,17.0,Luoyanglongmen Railway Station,Zhengzhoudong Railway Station,143.0,0.0,-1.0,False
2020-01-11,G2680_20200111_18,G2680,18.0,Zhengzhoudong Railway Station,Minquanbei Railway Station,140.0,-4.0,-1.0,False
2020-01-11,G2680_20200111_19,G2680,19.0,Minquanbei Railway Station,Shangqiu Railway Station,50.0,-2.0,-1.0,False
2020-01-11,G2680_20200111_20,G2680,20.0,Shangqiu Railway Station,Yongchengbei Railway Station,89.0,0.0,0.0,False
2020-01-11,G2680_20200111_21,G2680,21.0,Yongchengbei Railway Station,Xuzhoudong Railway Station,81.0,1.0,1.0,False
2020-01-11,G2680_20200111_22,G2680,22.0,Xuzhoudong Railway Station,Suqian Railway Station,107.0,171.0,171.0,False
2020-01-11,G2680_20200111_23,G2680,23.0,Suqian Railway Station,Siyang Railway Station,44.0,134.0,134.0,False
2020-01-11,G2680_20200111_24,G2680,24.0,Siyang Railway Station,Huaiandong Railway Station,53.0,117.0,117.0,False
