"","X","gender","age","married","employed","educated_in_us","highest_degree","education_years","labor_income"
"547",547,1,58,1,"employed",1,"no college",12,0
"548",548,2,34,1,"employed",3,"bachelor",16,0
"549",549,1,81,1,"retired",1,"associate",14,0
"550",550,1,28,1,"unemployed",1,"no college",12,0
"551",551,1,58,0,"employed",1,"no college",13,0
"552",552,2,39,1,"keeping house",1,"no college",14,0
"553",553,2,36,0,"employed",1,"bachelor",16,0
"554",554,2,34,1,"keeping house",1,"bachelor",17,0
"555",555,1,30,1,"employed",1,"bachelor",16,0
"556",556,1,13,0,NA,0,"no college",0,0
"557",557,1,11,0,NA,0,"no college",0,0
"558",558,2,9,0,NA,0,"no college",0,0
"559",559,2,6,0,NA,0,"no college",0,0
"560",560,2,2,0,NA,0,"no college",0,0
"561",561,2,1,0,NA,0,"no college",0,0
"562",562,1,37,1,"employed",1,"master",17,0
"563",563,1,38,1,"unemployed",1,"no college",15,0
"564",564,2,29,1,"employed",1,"master",17,0
"565",565,1,43,0,NA,0,"no college",0,0
"566",566,2,14,0,NA,0,"no college",0,0
"567",567,2,12,0,NA,0,"no college",0,0
"568",568,1,89,1,"retired",1,"no college",12,0
"569",569,2,85,1,"keeping house",1,"no college",12,0
"570",570,2,63,1,"employed",1,"no college",12,0
"571",571,2,62,0,"employed",1,"no college",12,0
"572",572,2,59,1,"employed",1,"no college",12,0
"573",573,2,53,0,"employed",1,"bachelor",16,0
"574",574,2,39,1,"employed",1,"bachelor",17,0
"575",575,1,37,0,"employed",1,"no college",12,0
"576",576,2,36,1,"employed",9,"no college",99,0
"577",577,2,29,0,"employed",1,"no college",17,0
"578",578,2,9,0,NA,0,"no college",0,0
"579",579,1,4,0,NA,0,"no college",0,0
"580",580,1,1,0,NA,0,"no college",0,0
"581",581,1,1,0,NA,0,"no college",0,0
"582",582,1,65,1,"employed",1,"no college",12,0
"583",583,1,40,1,"employed",1,"bachelor",17,0
"584",584,1,59,1,"employed",1,"no college",12,0
"585",585,1,36,1,"employed",1,"no college",12,0
"586",586,1,26,0,"employed",1,"no college",12,70000
"587",587,2,55,1,"employed",1,"bachelor",16,0
"588",588,2,25,0,"employed",1,"no college",16,23000
"589",589,1,24,0,"employed",8,"no college",12,15000
"590",590,2,21,0,NA,0,"no college",0,0
"591",591,2,53,0,"employed",1,"associate",14,0
"592",592,1,58,1,"employed",1,"no college",12,0
"593",593,2,57,1,"employed",1,"no college",12,0
"594",594,2,34,1,"employed",1,"no college",17,0
"595",595,1,33,1,"employed",1,"bachelor",17,0
"596",596,2,26,0,"employed",1,"associate",14,7000
"597",597,1,3,0,NA,0,"no college",0,0
"598",598,2,1,0,NA,0,"no college",0,0
"599",599,1,60,1,"employed",1,"bachelor",16,0
"600",600,1,41,1,"employed",1,"no college",12,0
"601",601,2,34,1,"employed",1,"bachelor",16,0
"602",602,2,69,0,"retired",1,"bachelor",16,0
"603",603,2,70,1,"retired",1,"bachelor",17,0
"604",604,1,43,0,"disabled",8,"bachelor",16,0
"605",605,1,41,1,"disabled",1,"no college",12,0
"606",606,1,23,0,"unemployed",1,"no college",12,0
"607",607,2,21,0,"employed",1,"no college",12,23000
"608",608,1,71,1,"retired",1,"bachelor",16,0
"609",609,2,43,0,"employed",1,"no college",12,0
"610",610,2,34,1,"employed",3,"bachelor",16,0
"611",611,2,20,0,NA,0,"no college",0,0
"612",612,2,69,1,"retired",1,"no college",14,0
"613",613,1,71,1,"retired",1,"bachelor",16,0
"614",614,1,71,0,"retired",1,"no college",12,0
"615",615,2,75,0,"retired",1,"no college",12,0
"616",616,1,37,0,"disabled",1,"no college",9,0
"617",617,1,69,0,"retired",0,"no college",0,0
"618",618,2,58,0,"employed",1,"no college",12,0
"619",619,2,42,0,"employed",1,"no college",12,0
"620",620,1,40,0,"employed",1,"no college",13,0
"621",621,2,38,1,"keeping house",1,"no college",12,0
"622",622,1,26,0,NA,0,"no college",0,0
"623",623,2,25,0,"unemployed",8,"no college",12,13847
"624",624,1,24,1,"employed",1,"no college",13,0
"625",625,2,21,0,"unemployed",1,"no college",12,0
"626",626,1,19,0,"employed",1,"no college",11,7500
"627",627,2,19,0,"employed",1,"no college",12,9000
"628",628,2,16,0,"student",1,"no college",10,0
"629",629,2,11,0,NA,0,"no college",0,0
"630",630,1,6,0,NA,0,"no college",0,0
"631",631,2,1,0,NA,0,"no college",0,0
"632",632,1,43,0,"employed",1,"no college",12,0
"633",633,2,39,0,"employed",1,"no college",14,0
"634",634,1,37,1,"employed",1,"no college",12,0
"635",635,2,13,0,NA,0,"no college",0,0
"636",636,2,12,0,NA,0,"no college",0,0
"637",637,2,34,0,"employed",1,"no college",13,0
"638",638,2,11,0,NA,0,"no college",0,0
"639",639,1,15,0,NA,0,"no college",0,0
"640",640,2,10,0,NA,0,"no college",0,0
"641",641,1,39,0,"employed",1,"no college",12,0
"642",642,2,6,0,NA,0,"no college",0,0
"643",643,2,3,0,NA,0,"no college",0,0
"644",644,2,73,0,"keeping house",0,"no college",0,0
"645",645,2,22,1,"keeping house",1,"no college",14,0
"646",646,1,2,0,NA,0,"no college",0,0
"647",647,1,89,0,"retired",1,"no college",14,0
"648",648,1,54,0,"disabled",0,"no college",0,0
"649",649,1,26,0,"other",8,"no college",11,13000
"650",650,1,25,0,"employed",1,"no college",13,0
"651",651,1,74,1,"employed",1,"master",17,0
"652",652,2,71,1,"employed",1,"no college",14,0
"653",653,2,43,1,"employed",1,"bachelor",17,0
"654",654,1,39,1,"employed",1,"associate",14,0
"655",655,2,16,0,"student",1,"no college",9,0
"656",656,2,10,0,NA,0,"no college",0,0
"657",657,2,7,0,NA,0,"no college",0,0
"658",658,1,44,1,"employed",1,"associate",14,0
"659",659,2,25,1,"employed",1,"associate",14,0
"660",660,1,60,1,"employed",1,"no college",12,0
"661",661,1,70,1,"retired",1,"master",17,0
"662",662,1,31,0,"employed",8,"no college",10,22500
"663",663,2,63,1,"retired",1,"no college",13,0
"664",664,2,61,1,"retired",3,"no college",12,0
"665",665,1,50,1,"retired",1,"master",17,0
"666",666,2,47,0,"employed",1,"no college",15,0
"667",667,1,24,0,"employed",1,"no college",13,24000
"668",668,2,22,0,"student",1,"no college",15,14040
"669",669,1,20,0,"student",1,"no college",13,0
"670",670,2,18,0,"student",1,"no college",12,0
"671",671,1,17,0,"student",1,"no college",10,0
"672",672,1,57,0,"employed",1,"bachelor",16,0
"673",673,2,46,1,"employed",1,"master",17,0
"674",674,1,999,0,NA,0,"no college",0,0
"675",675,2,999,0,NA,0,"no college",0,0
"676",676,2,999,0,NA,0,"no college",0,0
"677",677,1,77,1,"retired",1,"no college",12,0
"678",678,2,68,1,"retired",1,"no college",12,0
"679",679,2,37,1,"employed",1,"no college",12,0
"680",680,2,22,0,"employed",8,"no college",11,6558
"681",681,2,18,0,"unemployed",1,"no college",10,0
"682",682,1,15,0,NA,0,"no college",0,0
"683",683,1,38,1,"employed",1,"bachelor",16,0
"684",684,1,62,1,"employed",1,"juris doctorate",17,0
"685",685,1,60,1,"employed",1,"bachelor",16,0
"686",686,2,58,1,"keeping house",1,"master",17,0
"687",687,2,32,1,"employed",1,"master",17,0
"688",688,2,31,1,"employed",1,"no college",13,0
"689",689,1,29,0,"employed",1,"no college",13,0
"690",690,2,28,1,"employed",1,"doctorate",16,0
"691",691,1,24,0,NA,0,"no college",0,0
"692",692,2,18,0,"student",1,"no college",11,0
"693",693,2,13,0,NA,0,"no college",0,0
"694",694,2,11,0,NA,0,"no college",0,0
"695",695,2,6,0,NA,0,"no college",0,0
"696",696,1,4,0,NA,0,"no college",0,0
"697",697,2,60,1,"employed",1,"master",17,0
"698",698,1,58,1,"employed",1,"juris doctorate",17,0
"699",699,2,55,1,"employed",1,"bachelor",16,0
"700",700,1,33,1,"employed",1,"master",17,0
"701",701,2,31,0,"NA",1,"bachelor",16,10847
"702",702,1,23,1,"employed",1,"bachelor",16,0
"703",703,1,36,1,"unemployed",1,"bachelor",16,0
"704",704,1,6,0,NA,0,"no college",0,0
"705",705,2,11,0,NA,0,"no college",0,0
"706",706,2,40,1,"employed",1,"associate",14,0
"707",707,2,32,1,"unemployed",1,"no college",11,0
"708",708,1,17,0,"employed",1,"no college",12,11000
"709",709,1,15,0,NA,0,"no college",0,0
"710",710,2,13,0,NA,0,"no college",0,300
"711",711,2,13,0,NA,0,"no college",0,0
"712",712,1,44,1,"employed",1,"bachelor",16,0
"713",713,1,44,1,"disabled",1,"no college",12,0
"714",714,2,52,1,"employed",1,"no college",12,0
"715",715,1,29,0,"employed",1,"no college",12,0
"716",716,1,56,1,"employed",1,"no college",12,0
"717",717,2,68,1,"retired",1,"bachelor",15,0
"718",718,2,62,1,"retired",1,"no college",12,0
"719",719,2,44,1,"employed",1,"no college",14,0
"720",720,2,41,0,"employed",1,"bachelor",16,0
"721",721,2,36,1,"employed",1,"master",17,0
"722",722,1,34,0,"employed",8,"no college",13,8720
"723",723,1,12,0,NA,0,"no college",0,0
"724",724,1,9,0,NA,0,"no college",0,0
"725",725,2,8,0,NA,0,"no college",0,0
"726",726,2,7,0,NA,0,"no college",0,0
"727",727,2,1,0,NA,0,"no college",0,0
"728",728,1,68,1,"employed",1,"no college",12,0
"729",729,1,64,1,"employed",1,"bachelor",16,0
"730",730,1,45,1,"employed",1,"no college",14,0
"731",731,1,43,1,"employed",1,"bachelor",17,0
"732",732,1,83,1,"retired",1,"bachelor",16,0
"733",733,2,83,1,"retired",1,"bachelor",15,0
"734",734,2,27,0,"employed",1,"associate",14,0
"735",735,2,42,1,"employed",1,"no college",11,0
"736",736,1,45,0,"disabled",1,"no college",9,0
"737",737,2,44,1,"keeping house",1,"no college",10,0
"738",738,2,37,1,"keeping house",1,"no college",11,0
"739",739,2,23,0,"other",1,"no college",10,0
"740",740,2,19,0,"unemployed",1,"no college",12,10847
"741",741,1,18,0,"disabled",1,"no college",11,3000
"742",742,2,17,0,"employed",1,"no college",11,0
"743",743,2,7,0,NA,0,"no college",0,0
"744",744,1,47,1,"disabled",1,"no college",8,0
"745",745,1,37,1,"unemployed",1,"no college",11,0
"746",746,1,55,1,"unemployed",1,"no college",9,0
"747",747,1,48,1,"disabled",1,"no college",11,0
"748",748,2,58,1,"employed",1,"no college",11,0
"749",749,1,79,1,"employed",1,"no college",12,0
"750",750,2,78,1,"retired",1,"no college",12,0
"751",751,2,56,0,"retired",1,"associate",14,0
"752",752,2,15,0,NA,0,"no college",0,0
"753",753,1,13,0,NA,0,"no college",0,0
"754",754,2,39,1,"employed",1,"no college",13,0
"755",755,2,37,0,"employed",1,"no college",12,0
"756",756,2,33,1,"employed",1,"no college",15,0
"757",757,2,37,0,NA,0,"no college",0,0
"758",758,2,34,1,"keeping house",1,"no college",12,0
"759",759,2,13,0,NA,0,"no college",0,0
"760",760,1,12,0,NA,0,"no college",0,0
"761",761,1,6,0,NA,0,"no college",0,0
"762",762,1,13,0,NA,0,"no college",0,0
"763",763,1,27,1,"employed",1,"no college",12,0
"764",764,2,83,0,"retired",1,"bachelor",16,0
"765",765,2,78,0,"retired",1,"no college",10,0
"766",766,2,45,0,"disabled",1,"no college",12,0
"767",767,1,25,1,"employed",1,"no college",13,0
"768",768,2,23,0,"employed",1,"no college",11,0
"769",769,2,6,0,NA,0,"no college",0,0
"770",770,2,4,0,NA,0,"no college",0,0
"771",771,1,1,0,NA,0,"no college",0,0
"772",772,2,30,1,"keeping house",1,"no college",13,0
"773",773,2,11,0,NA,0,"no college",0,0
"774",774,1,28,0,NA,0,"no college",0,0
"775",775,2,3,0,NA,0,"no college",0,0
"776",776,1,50,1,"employed",1,"master",17,0
"777",777,2,47,1,"unemployed",3,"master",17,0
"778",778,2,51,1,"keeping house",1,"bachelor",17,0
"779",779,2,28,0,"employed",1,"bachelor",16,0
"780",780,1,25,0,"employed",1,"no college",14,0
"781",781,1,55,1,"employed",1,"bachelor",17,0
"782",782,1,65,1,"employed",1,"master",17,0
"783",783,1,60,0,"keeping house",3,"bachelor",16,0
"784",784,2,70,0,"retired",1,"bachelor",17,0
"785",785,1,44,1,"employed",1,"no college",16,0
"786",786,1,41,1,"employed",1,"bachelor",16,0
"787",787,2,38,1,"employed",1,"bachelor",17,0
"788",788,2,35,1,"employed",1,"bachelor",16,0
"789",789,2,35,1,"employed",1,"juris doctorate",16,0
"790",790,2,32,1,"employed",1,"bachelor",16,0
"791",791,2,29,0,"employed",1,"bachelor",16,0
"792",792,1,22,0,"employed",1,"no college",13,60000
"793",793,2,13,0,NA,0,"no college",0,0
"794",794,1,11,0,NA,0,"no college",0,0
"795",795,2,10,0,NA,0,"no college",0,0
"796",796,1,7,0,NA,0,"no college",0,0
"797",797,2,4,0,NA,0,"no college",0,0
"798",798,2,1,0,NA,0,"no college",0,0
"799",799,1,1,0,NA,0,"no college",0,0
"800",800,2,1,0,NA,0,"no college",0,0
"801",801,2,61,1,"keeping house",1,"bachelor",16,0
"802",802,2,44,1,"employed",3,"bachelor",16,0
"803",803,2,39,1,"unemployed",1,"bachelor",16,0
"804",804,1,37,1,"employed",1,"master",17,0
"805",805,1,40,1,"employed",1,"no college",14,0
"806",806,1,33,1,"employed",1,"bachelor",16,0
"807",807,1,38,1,"employed",3,"master",17,0
"808",808,1,73,1,"employed",1,"no college",12,0
"809",809,2,73,1,"keeping house",1,"no college",12,0
"810",810,1,48,1,"employed",1,"no college",12,0
"811",811,1,16,0,"employed",1,"no college",9,3000
"812",812,1,11,0,NA,0,"no college",0,0
"813",813,2,46,1,"employed",1,"no college",13,0
"814",814,2,59,1,"employed",1,"no college",14,0
"815",815,1,66,1,"retired",1,"no college",14,0
"816",816,2,51,0,"disabled",1,"no college",13,0
"817",817,1,54,1,"unemployed",1,"no college",15,0
"818",818,2,62,1,"employed",1,"master",16,0
"819",819,1,11,0,NA,0,"no college",0,0
"820",820,2,92,0,"retired",0,"no college",0,0
"821",821,1,70,1,"retired",1,"bachelor",16,0
"822",822,2,43,1,"employed",1,"master",17,0
"823",823,1,34,1,"employed",1,"bachelor",16,0
"824",824,1,3,0,NA,0,"no college",0,0
"825",825,1,1,0,NA,0,"no college",0,0
"826",826,2,73,1,"retired",1,"no college",14,0
"827",827,1,44,1,"employed",1,"bachelor",16,0
"828",828,2,36,1,"employed",3,"doctorate",17,0
"829",829,1,67,1,"retired",1,"bachelor",16,0
"830",830,1,40,1,"employed",1,"doctorate",17,0
"831",831,2,37,1,"keeping house",1,"bachelor",16,0
"832",832,1,33,1,"employed",1,"bachelor",16,0
"833",833,1,31,1,"employed",1,"bachelor",16,0
"834",834,1,12,0,NA,0,"no college",0,0
"835",835,1,8,0,NA,0,"no college",0,0
"836",836,2,66,1,"employed",1,"bachelor",17,0
"837",837,1,40,1,"employed",1,"master",17,0
"838",838,2,39,1,"keeping house",1,"master",17,0
"839",839,2,29,1,"employed",1,"bachelor",16,0
"840",840,2,32,1,"unemployed",1,"no college",14,0
"841",841,1,45,1,"employed",1,"no college",12,0
"842",842,2,40,1,"employed",1,"no college",12,0
"843",843,2,38,0,"employed",1,"bachelor",16,0
"844",844,2,20,0,"unemployed",1,"no college",13,0
"845",845,1,18,0,"employed",1,"no college",12,9900
"846",846,1,18,0,"student",1,"no college",11,1000
"847",847,2,16,0,"employed",1,"no college",10,800
"848",848,1,17,0,"employed",1,"no college",11,850
"849",849,1,15,0,NA,0,"no college",0,0
"850",850,1,14,0,NA,0,"no college",0,0
"851",851,1,10,0,NA,0,"no college",0,0
"852",852,2,4,0,NA,0,"no college",0,0
"853",853,2,1,0,NA,0,"no college",0,0
"854",854,2,70,0,"retired",1,"no college",14,0
"855",855,2,35,1,"employed",1,"associate",14,0
"856",856,1,83,0,NA,0,"no college",0,0
"857",857,2,50,1,"employed",1,"no college",12,0
"858",858,1,37,1,"employed",1,"no college",14,0
"859",859,1,42,1,"employed",1,"no college",99,0
"860",860,2,63,1,"disabled",1,"no college",12,0
"861",861,2,62,1,"keeping house",1,"no college",12,0
"862",862,2,60,1,"retired",1,"bachelor",16,0
"863",863,2,40,1,"employed",1,"other",14,0
"864",864,2,36,1,"employed",1,"no college",14,0
"865",865,2,34,1,"employed",1,"master",17,0
"866",866,1,33,0,"employed",1,"associate",15,0
"867",867,2,32,1,"employed",1,"no college",12,0
"868",868,2,30,1,"employed",1,"no college",11,0
"869",869,1,30,0,"employed",1,"bachelor",16,0
"870",870,1,28,0,"employed",8,"no college",12,10847
"871",871,1,27,0,"employed",1,"associate",14,0
"872",872,1,26,0,"employed",1,"bachelor",16,0
"873",873,2,20,1,"employed",1,"no college",11,0
"874",874,2,16,0,"student",1,"no college",8,0
"875",875,1,16,0,"student",1,"no college",10,0
"876",876,1,10,0,NA,0,"no college",0,0
"877",877,2,6,0,NA,0,"no college",0,0
"878",878,2,7,0,NA,0,"no college",0,0
"879",879,1,5,0,NA,0,"no college",0,0
"880",880,2,2,0,NA,0,"no college",0,0
"881",881,2,2,0,NA,0,"no college",0,0
"882",882,1,1,0,NA,0,"no college",0,0
"883",883,2,1,0,NA,0,"no college",0,0
"884",884,1,64,1,"employed",1,"no college",12,0
"885",885,1,61,1,"employed",1,"other",16,0
"886",886,1,60,1,"employed",1,"no college",12,0
"887",887,1,49,1,"employed",1,"no college",12,0
"888",888,1,35,1,"employed",1,"no college",14,0
"889",889,1,39,1,"employed",1,"no college",12,0
"890",890,1,13,0,NA,0,"no college",0,0
"891",891,1,37,1,"employed",2,"no college",16,0
"892",892,1,22,1,"unemployed",1,"no college",11,0
"893",893,1,26,1,"employed",1,"associate",14,0
"894",894,2,69,1,"retired",1,"bachelor",16,0
"895",895,1,63,1,"employed",1,"master",17,0
"896",896,1,59,1,"employed",1,"master",17,0
"897",897,2,38,0,"employed",1,"doctorate",16,0
"898",898,1,33,1,"employed",1,"master",17,0
"899",899,2,31,0,"employed",8,"bachelor",16,15600
"900",900,1,30,0,"employed",1,"no college",17,0
"901",901,2,28,0,"employed",1,"bachelor",15,0
"902",902,1,26,1,"employed",1,"bachelor",17,0
"903",903,2,23,0,"employed",1,"bachelor",16,0
"904",904,2,20,0,"student",1,"no college",14,15347
"905",905,1,16,0,"student",1,"no college",10,0
"906",906,2,3,0,NA,0,"no college",0,0
"907",907,2,1,0,NA,0,"no college",0,0
"908",908,2,1,0,NA,0,"no college",0,0
"909",909,1,71,1,"retired",1,"master",17,0
"910",910,2,59,1,"employed",1,"master",17,0
"911",911,2,55,1,"employed",1,"medical degree",17,0
"912",912,2,33,1,"employed",1,"bachelor",16,0
"913",913,2,27,1,"employed",1,"bachelor",16,0
"914",914,2,68,1,"retired",1,"bachelor",16,0
"915",915,1,70,1,"retired",1,"master",17,0
"916",916,1,65,0,"retired",1,"no college",12,0
"917",917,1,31,0,"employed",1,"no college",12,0
"918",918,2,30,0,"employed",1,"no college",12,0
"919",919,2,26,1,"keeping house",1,"no college",12,0
"920",920,2,7,0,NA,0,"no college",0,0
"921",921,2,5,0,NA,0,"no college",0,0
"922",922,2,3,0,NA,0,"no college",0,0
"923",923,1,3,0,NA,0,"no college",0,0
"924",924,1,2,0,NA,0,"no college",0,0
"925",925,2,56,0,"unemployed",0,"no college",0,0
"926",926,2,28,1,"employed",1,"no college",14,0
"927",927,1,29,1,"employed",1,"no college",12,0
"928",928,1,6,0,NA,0,"no college",0,0
"929",929,1,38,1,"employed",1,"no college",13,0
"930",930,1,59,1,"employed",1,"associate",15,0
"931",931,1,74,0,"retired",1,"bachelor",16,0
"932",932,2,30,1,"employed",1,"bachelor",16,0
"933",933,1,28,1,"employed",1,"bachelor",16,0
"934",934,2,6,0,NA,0,"no college",0,0
"935",935,2,57,1,"employed",1,"no college",14,0
"936",936,1,31,1,"employed",1,"no college",13,0
"937",937,2,37,1,"employed",1,"bachelor",17,0
"938",938,2,70,0,"keeping house",1,"bachelor",16,0
"939",939,1,38,0,"employed",8,"bachelor",16,21000
"940",940,2,78,0,"retired",1,"no college",12,0
"941",941,2,59,1,"retired",1,"no college",12,0
"942",942,2,57,0,"employed",1,"no college",12,0
"943",943,1,39,0,"employed",1,"no college",12,0
"944",944,2,28,1,"employed",1,"no college",14,0
"945",945,1,60,1,"retired",1,"no college",12,0
"946",946,1,10,0,NA,0,"no college",0,0
"947",947,1,28,0,NA,0,"no college",0,0
"948",948,2,93,0,"retired",0,"no college",0,0
"949",949,1,28,1,"employed",1,"no college",12,0
"950",950,2,67,1,"retired",1,"master",17,0
"951",951,1,37,1,"employed",1,"bachelor",16,0
"952",952,1,35,0,"employed",1,"doctorate",17,0
"953",953,2,1,0,NA,0,"no college",0,0
"954",954,1,67,1,"retired",1,"master",17,0
"955",955,2,33,1,"employed",1,"no college",12,0
"956",956,2,25,1,"keeping house",1,"associate",15,0
"957",957,2,1,0,NA,0,"no college",0,0
"958",958,1,36,1,"unemployed",1,"no college",12,0
"959",959,2,66,1,"keeping house",1,"associate",14,0
"960",960,1,37,1,"employed",3,"no college",15,0
"961",961,1,31,1,"keeping house",3,"bachelor",17,0
"962",962,1,29,1,"employed",3,"no college",13,0
"963",963,2,26,1,"employed",3,"no college",14,0
"964",964,1,13,0,NA,0,"no college",0,0
"965",965,1,11,0,NA,0,"no college",0,0
"966",966,2,8,0,NA,0,"no college",0,0
"967",967,1,7,0,NA,0,"no college",0,0
"968",968,1,4,0,NA,0,"no college",0,0
"969",969,2,3,0,NA,0,"no college",0,0
"970",970,2,2,0,NA,0,"no college",0,0
"971",971,1,5,0,NA,0,"no college",0,0
"972",972,2,3,0,NA,0,"no college",0,0
"973",973,2,1,0,NA,0,"no college",0,0
"974",974,1,5,0,NA,0,"no college",0,0
"975",975,1,3,0,NA,0,"no college",0,0
"976",976,2,1,0,NA,0,"no college",0,0
"977",977,1,1,0,NA,0,"no college",0,0
"978",978,1,68,1,"unemployed",1,"no college",16,0
"979",979,2,33,1,"disabled",2,"no college",15,0
"980",980,1,26,1,"student",2,"no college",12,0
"981",981,2,29,1,"employed",1,"master",17,0
"982",982,2,27,1,"employed",2,"no college",14,0
"983",983,2,86,0,"retired",1,"no college",13,0
"984",984,1,62,0,NA,0,"no college",0,10847
"985",985,2,83,0,"retired",1,"master",17,0
"986",986,1,59,0,"retired",1,"no college",12,0
"987",987,1,58,1,"employed",1,"master",17,0
"988",988,2,56,0,NA,0,"no college",0,0
"989",989,1,37,1,"employed",1,"no college",12,0
"990",990,2,36,1,"employed",1,"no college",12,0
"991",991,2,35,1,"employed",1,"no college",15,0
"992",992,2,34,0,"unemployed",1,"no college",11,0
"993",993,1,32,1,"employed",1,"no college",12,0
"994",994,2,27,0,"employed",1,"bachelor",16,0
"995",995,2,18,0,"unemployed",1,"no college",12,0
"996",996,1,16,0,"student",1,"no college",10,0
