DATE,RIDE_ID,TRAIN_NUMBER,STATION_ORDER,STATION_NAME,TO_STATION,MILEAGE,ARRIVAL_DELAY,DEPARTURE_DELAY,MAJOR_HOLIDAY
2020-01-10,G242_20200110_22,G242,22,Jinan Railway Station,Zibo Railway Station,110,0,5,FALSE
2020-01-10,G242_20200110_24,G242,24,Weifang Railway Station,Qingdaobei Railway Station,168,7,7,FALSE
2020-01-10,G244_20200110_1,G244,1,Qingdao Railway Station,Gaomi Railway Station,98,0,-1,FALSE
2020-01-10,G244_20200110_2,G244,2,Gaomi Railway Station,Weifang Railway Station,85,4,4,FALSE
2020-01-10,G244_20200110_3,G244,3,Weifang Railway Station,Qingzhoushi Railway Station,57,5,3,FALSE
2020-01-10,G244_20200110_4,G244,4,Qingzhoushi Railway Station,Zibo Railway Station,43,10,9,FALSE
2020-01-10,G244_20200110_5,G244,5,Zibo Railway Station,Jinan Railway Station,110,10,9,FALSE
2020-01-10,G244_20200110_6,G244,6,Jinan Railway Station,Taian Railway Station,62,9,9,FALSE
2020-01-10,G244_20200110_13,G244,13,Huainandong Railway Station,Hefeinan Railway Station,119,0,-1,FALSE
2020-01-10,G244_20200110_25,G244,25,Fuzhou Railway Station,Quanzhou Railway Station,174,0,-3,FALSE
2020-01-10,G244_20200110_27,G244,27,Shamenbei Railway Station,Shamen Railway Station,31,-1,-1,FALSE
2020-01-10,G2630_20200110_1,G2630,1,Shenyang Railway Station,Liaoyang Railway Station,65,0,0,FALSE
2020-01-10,G2630_20200110_2,G2630,2,Liaoyang Railway Station,Anshanxi Railway Station,30,-1,-1,FALSE
2020-01-10,G2630_20200110_3,G2630,3,Anshanxi Railway Station,Panjin Railway Station,105,0,-1,FALSE
2020-01-10,G2630_20200110_4,G2630,4,Panjin Railway Station,Jinzhounan Railway Station,98,1,1,FALSE
2020-01-10,G2630_20200110_5,G2630,5,Jinzhounan Railway Station,Shanhaiguan Railway Station,165,2,0,FALSE
2020-01-10,G2630_20200110_6,G2630,6,Shanhaiguan Railway Station,Beidaihe Railway Station,38,-2,0,FALSE
2020-01-10,G2630_20200110_7,G2630,7,Beidaihe Railway Station,Tangshan Railway Station,126,2,2,FALSE
2020-01-10,G2630_20200110_8,G2630,8,Tangshan Railway Station,Tianjinxi Railway Station,301,3,0,FALSE
2020-01-10,G2630_20200110_9,G2630,9,Tianjinxi Railway Station,Dezhoudong Railway Station,129,-1,-1,FALSE
2020-01-10,G2630_20200110_11,G2630,11,Jinandong Railway Station,Zouping Railway Station,54,0,1,FALSE
2020-01-10,G2630_20200110_12,G2630,12,Zouping Railway Station,Zibobei Railway Station,28,2,2,FALSE
2020-01-10,G2630_20200110_19,G2630,19,Rizhaoxi Railway Station,Lanshanxi Railway Station,27,-3,-1,FALSE
2020-01-10,G2632_20200110_1,G2632,1,Yancheng Railway Station,Sheyang Railway Station,38,0,-440,FALSE
2020-01-10,G2632_20200110_2,G2632,2,Sheyang Railway Station,Funingdong Railway Station,15,-3,-1,FALSE
2020-01-10,G2632_20200110_3,G2632,3,Funingdong Railway Station,Binhaigang Railway Station,31,-2,-1,FALSE
2020-01-10,G2632_20200110_4,G2632,4,Binhaigang Railway Station,Xiangshuixian Railway Station,22,-2,-1,FALSE
2020-01-10,G2632_20200110_5,G2632,5,Xiangshuixian Railway Station,Lianyungang Railway Station,80,-2,-1,FALSE
2020-01-10,G2632_20200110_6,G2632,6,Lianyungang Railway Station,Ganyu Railway Station,35,-3,-1,FALSE
2020-01-10,G2632_20200110_7,G2632,7,Ganyu Railway Station,Lanshanxi Railway Station,38,-1,-1,FALSE
2020-01-10,G2632_20200110_8,G2632,8,Lanshanxi Railway Station,Rizhaoxi Railway Station,27,-3,-2,FALSE
2020-01-10,G2632_20200110_9,G2632,9,Rizhaoxi Railway Station,Dongjiakou Railway Station,44,-3,-2,FALSE
2020-01-10,G2632_20200110_10,G2632,10,Dongjiakou Railway Station,Qingdaoxi Railway Station,35,-2,-1,FALSE
2020-01-10,G2632_20200110_11,G2632,11,Qingdaoxi Railway Station,Gaomibei Railway Station,95,-3,-1,FALSE
2020-01-10,G2632_20200110_12,G2632,12,Gaomibei Railway Station,Weifangbei Railway Station,63,0,0,FALSE
2020-01-10,G2632_20200110_13,G2632,13,Weifangbei Railway Station,Qingzhoushibei Railway Station,55,0,0,FALSE
2020-01-10,G2632_20200110_14,G2632,14,Qingzhoushibei Railway Station,Linzibei Railway Station,23,1,0,FALSE
2020-01-10,G2632_20200110_15,G2632,15,Linzibei Railway Station,Zibobei Railway Station,30,1,0,FALSE
2020-01-10,G2632_20200110_16,G2632,16,Zibobei Railway Station,Zhangqiubei Railway Station,52,1,0,FALSE
2020-01-10,G2632_20200110_17,G2632,17,Zhangqiubei Railway Station,Jinandong Railway Station,30,1,0,FALSE
2020-01-10,G2632_20200110_18,G2632,18,Jinandong Railway Station,Pingyuandong Railway Station,78,0,-1,FALSE
2020-01-10,G2632_20200110_19,G2632,19,Pingyuandong Railway Station,Dezhoudong Railway Station,83,-3,-2,FALSE
2020-01-10,G2632_20200110_20,G2632,20,Dezhoudong Railway Station,Tianjinxi Railway Station,209,0,-2,FALSE
2020-01-10,G2632_20200110_21,G2632,21,Tianjinxi Railway Station,Binhaixi Railway Station,43,1,-1,FALSE
2020-01-10,G2632_20200110_22,G2632,22,Binhaixi Railway Station,Tangshan Railway Station,76,-4,-1,FALSE
2020-01-10,G2632_20200110_23,G2632,23,Tangshan Railway Station,Beidaihe Railway Station,126,0,-2,FALSE
2020-01-10,G2632_20200110_24,G2632,24,Beidaihe Railway Station,Qinhuangdao Railway Station,22,3,4,FALSE
2020-01-10,G2632_20200110_25,G2632,25,Qinhuangdao Railway Station,Shanhaiguan Railway Station,16,2,1,FALSE
2020-01-10,G2632_20200110_26,G2632,26,Shanhaiguan Railway Station,Huludaobei Railway Station,122,6,0,FALSE
2020-01-10,G2632_20200110_27,G2632,27,Huludaobei Railway Station,Jinzhounan Railway Station,43,0,1,FALSE
2020-01-10,G2632_20200110_28,G2632,28,Jinzhounan Railway Station,Panjin Railway Station,98,2,2,FALSE
2020-01-10,G2632_20200110_29,G2632,29,Panjin Railway Station,Anshanxi Railway Station,105,5,3,FALSE
2020-01-10,G2632_20200110_30,G2632,30,Anshanxi Railway Station,Liaoyang Railway Station,30,3,3,FALSE
2020-01-10,G2632_20200110_31,G2632,31,Liaoyang Railway Station,Shenyang Railway Station,65,3,2,FALSE
2020-01-10,G2680_20200110_1,G2680,1,Zhongqingxi Railway Station,Neijiangbei Railway Station,149,0,0,FALSE
2020-01-10,G2680_20200110_2,G2680,2,Neijiangbei Railway Station,Chengdudong Railway Station,153,0,0,FALSE
2020-01-10,G2680_20200110_3,G2680,3,Chengdudong Railway Station,Deyang Railway Station,66,0,0,FALSE
2020-01-10,G2680_20200110_4,G2680,4,Deyang Railway Station,Mianyang Railway Station,47,-1,0,FALSE
2020-01-10,G2680_20200110_5,G2680,5,Mianyang Railway Station,Jiangyou Railway Station,39,1,0,FALSE
2020-01-10,G2680_20200110_6,G2680,6,Jiangyou Railway Station,Jianmenguan Railway Station,88,-1,0,FALSE
2020-01-10,G2680_20200110_7,G2680,7,Jianmenguan Railway Station,Guangyuan Railway Station,38,-3,0,FALSE
2020-01-10,G2680_20200110_8,G2680,8,Guangyuan Railway Station,Ningqiangnan Railway Station,62,0,-1,FALSE
2020-01-10,G2680_20200110_9,G2680,9,Ningqiangnan Railway Station,Hanzhong Railway Station,298,1,0,FALSE
2020-01-10,G2680_20200110_10,G2680,10,Hanzhong Railway Station,Chenggubei Railway Station,28,3,-1,FALSE
2020-01-10,G2680_20200110_11,G2680,11,Chenggubei Railway Station,Foping Railway Station,148,0,-1,FALSE
2020-01-10,G2680_20200110_12,G2680,12,Foping Railway Station,Huyi Railway Station,95,1,0,FALSE
2020-01-10,G2680_20200110_13,G2680,13,Huyi Railway Station,Xianbei Railway Station,45,1,0,FALSE
2020-01-10,G2680_20200110_14,G2680,14,Xianbei Railway Station,Weinanbei Railway Station,55,-2,-1,FALSE
2020-01-10,G2680_20200110_15,G2680,15,Weinanbei Railway Station,Minchinan Railway Station,260,0,-1,FALSE
2020-01-10,G2680_20200110_16,G2680,16,Minchinan Railway Station,Luoyanglongmen Railway Station,65,-2,-2,FALSE
2020-01-10,G2680_20200110_17,G2680,17,Luoyanglongmen Railway Station,Zhengzhoudong Railway Station,143,0,-1,FALSE
2020-01-10,G2680_20200110_18,G2680,18,Zhengzhoudong Railway Station,Minquanbei Railway Station,140,-4,-1,FALSE
2020-01-10,G2680_20200110_19,G2680,19,Minquanbei Railway Station,Shangqiu Railway Station,50,-2,-1,FALSE
2020-01-10,G2680_20200110_20,G2680,20,Shangqiu Railway Station,Yongchengbei Railway Station,89,-1,-1,FALSE
2020-01-10,G2680_20200110_21,G2680,21,Yongchengbei Railway Station,Xuzhoudong Railway Station,81,0,0,FALSE
2020-01-10,G2680_20200110_22,G2680,22,Xuzhoudong Railway Station,Suqian Railway Station,107,171,171,FALSE
2020-01-10,G2680_20200110_23,G2680,23,Suqian Railway Station,Siyang Railway Station,44,134,134,FALSE
2020-01-10,G2680_20200110_24,G2680,24,Siyang Railway Station,Huaiandong Railway Station,53,117,117,FALSE
2020-01-10,G2688_20200110_8,G2688,8,Shangqiu Railway Station,Lankaonan Railway Station,85,0,-1,FALSE
2020-01-10,G2688_20200110_11,G2688,11,Zhengzhoudong Railway Station,Xuchangdong Railway Station,90,-2,-1,FALSE
2020-01-10,G2688_20200110_12,G2688,12,Xuchangdong Railway Station,Tahexi Railway Station,64,0,0,FALSE
2020-01-10,G2688_20200110_16,G2688,16,Chibibei Railway Station,Yueyangdong Railway Station,92,0,-2,FALSE
2020-01-10,G3166_20200110_1,G3166,1,Lanzhouxi Railway Station,Dingxibei Railway Station,94,0,0,FALSE
2020-01-10,G3166_20200110_2,G3166,2,Dingxibei Railway Station,Tianshuinan Railway Station,175,0,-1,FALSE
2020-01-10,G3166_20200110_3,G3166,3,Tianshuinan Railway Station,Baojinan Railway Station,132,0,-1,FALSE
2020-01-10,G3166_20200110_4,G3166,4,Baojinan Railway Station,Yanglingnan Railway Station,78,-5,-1,FALSE
2020-01-10,G3166_20200110_5,G3166,5,Yanglingnan Railway Station,Xianbei Railway Station,89,1,0,FALSE
2020-01-10,G3166_20200110_6,G3166,6,Xianbei Railway Station,Huashanbei Railway Station,121,0,-1,FALSE
2020-01-10,G3166_20200110_7,G3166,7,Huashanbei Railway Station,Lingbaoxi Railway Station,88,-1,-1,FALSE
2020-01-10,G3166_20200110_8,G3166,8,Lingbaoxi Railway Station,Luoyanglongmen Railway Station,171,1,0,FALSE
2020-01-10,G3166_20200110_9,G3166,9,Luoyanglongmen Railway Station,Gongyinan Railway Station,50,0,-1,FALSE
2020-01-10,G3166_20200110_10,G3166,10,Gongyinan Railway Station,Zhengzhoudong Railway Station,93,0,-1,FALSE
2020-01-10,G3166_20200110_11,G3166,11,Zhengzhoudong Railway Station,Kaifengbei Railway Station,52,-2,-1,FALSE
2020-01-10,G3166_20200110_12,G3166,12,Kaifengbei Railway Station,Minquanbei Railway Station,88,-3,-1,FALSE
2020-01-10,G3166_20200110_13,G3166,13,Minquanbei Railway Station,Shangqiu Railway Station,50,0,0,FALSE
2020-01-10,G3166_20200110_14,G3166,14,Shangqiu Railway Station,Bozhounan Railway Station,76,408,408,FALSE
2020-01-10,G3166_20200110_15,G3166,15,Bozhounan Railway Station,Taihedong Railway Station,73,382,382,FALSE
2020-01-10,G3166_20200110_16,G3166,16,Taihedong Railway Station,Fuyangxi Railway Station,31,360,360,FALSE
2020-01-10,G3166_20200110_17,G3166,17,Fuyangxi Railway Station,Shouxian Railway Station,113,346,346,FALSE
2020-01-10,G3166_20200110_18,G3166,18,Shouxian Railway Station,Huainannan Railway Station,23,314,314,FALSE
2020-01-10,G3180_20200110_1,G3180,1,Shanghaihongqiao Railway Station,Suzhoubei Railway Station,81,0,-1,FALSE
2020-01-10,G3180_20200110_2,G3180,2,Suzhoubei Railway Station,Changzhoubei Railway Station,84,-1,0,FALSE
2020-01-10,G3180_20200110_3,G3180,3,Changzhoubei Railway Station,Nanjingnan Railway Station,130,1,0,FALSE
2020-01-10,G3180_20200110_5,G3180,5,Quanjiao Railway Station,Hefei Railway Station,98,0,0,FALSE
2020-01-10,G3180_20200110_6,G3180,6,Hefei Railway Station,Hefeibeicheng Railway Station,22,-3,8,FALSE
2020-01-10,G3180_20200110_7,G3180,7,Hefeibeicheng Railway Station,Huainannan Railway Station,59,8,7,FALSE
2020-01-10,G3180_20200110_8,G3180,8,Huainannan Railway Station,Shouxian Railway Station,23,758,758,FALSE
2020-01-10,G3180_20200110_9,G3180,9,Shouxian Railway Station,Fuyangxi Railway Station,113,747,747,FALSE
2020-01-10,G3180_20200110_10,G3180,10,Fuyangxi Railway Station,Taihedong Railway Station,31,716,716,FALSE
2020-01-10,G3180_20200110_11,G3180,11,Taihedong Railway Station,Bozhounan Railway Station,73,703,703,FALSE
2020-01-10,G3180_20200110_12,G3180,12,Bozhounan Railway Station,Shangqiu Railway Station,134,681,681,FALSE
2020-01-10,G3180_20200110_13,G3180,13,Shangqiu Railway Station,Zhengzhoudong Railway Station,190,655,655,FALSE
2020-01-10,G3180_20200110_14,G3180,14,Zhengzhoudong Railway Station,Luoyanglongmen Railway Station,100,-3,-1,FALSE
2020-01-10,G3180_20200110_15,G3180,15,Luoyanglongmen Railway Station,Minchinan Railway Station,65,-2,-1,FALSE
2020-01-10,G3180_20200110_16,G3180,16,Minchinan Railway Station,Huashanbei Railway Station,194,0,-1,FALSE
2020-01-10,G3180_20200110_21,G3180,21,Qishan Railway Station,Baojinan Railway Station,37,0,-1,FALSE
2020-01-10,G3180_20200110_23,G3180,23,Tianshuinan Railway Station,Qinan Railway Station,40,-2,-1,FALSE
2020-01-10,G3180_20200110_24,G3180,24,Qinan Railway Station,Dingxibei Railway Station,75,0,0,FALSE
2020-01-10,G3184_20200110_2,G3184,2,Zhangzhou Railway Station,Longyan Railway Station,114,0,-1,FALSE
2020-01-10,G3184_20200110_4,G3184,4,Yongannan Railway Station,Sanmingbei Railway Station,68,0,0,FALSE
2020-01-10,G3184_20200110_5,G3184,5,Sanmingbei Railway Station,Nanpingshi Railway Station,207,810,810,FALSE
2020-01-10,G3184_20200110_6,G3184,6,Nanpingshi Railway Station,Shangrao Railway Station,115,764,764,FALSE
2020-01-10,G3184_20200110_7,G3184,7,Shangrao Railway Station,Wuyuan Railway Station,86,6,5,FALSE
2020-01-10,G3184_20200110_8,G3184,8,Wuyuan Railway Station,Huangshanbei Railway Station,76,5,4,FALSE
2020-01-10,G3184_20200110_9,G3184,9,Huangshanbei Railway Station,Xixianbei Railway Station,36,-1,-1,FALSE
2020-01-10,G3184_20200110_10,G3184,10,Xixianbei Railway Station,Jingde Railway Station,51,0,-1,FALSE
2020-01-10,G3184_20200110_11,G3184,11,Jingde Railway Station,Tonglingbei Railway Station,98,-1,-1,FALSE
2020-01-10,G3184_20200110_12,G3184,12,Tonglingbei Railway Station,Chaohudong Railway Station,69,-6,-1,FALSE
2020-01-10,G3184_20200110_13,G3184,13,Chaohudong Railway Station,Hefeinan Railway Station,70,-1,-1,FALSE
2020-01-10,G3184_20200110_14,G3184,14,Hefeinan Railway Station,Huainannan Railway Station,104,-2,-1,FALSE
2020-01-10,G3184_20200110_15,G3184,15,Huainannan Railway Station,Shouxian Railway Station,23,519,519,FALSE
2020-01-10,G3184_20200110_16,G3184,16,Shouxian Railway Station,Fuyangxi Railway Station,113,508,508,FALSE
2020-01-10,G3184_20200110_17,G3184,17,Fuyangxi Railway Station,Taihedong Railway Station,31,477,477,FALSE
2020-01-10,G3184_20200110_18,G3184,18,Taihedong Railway Station,Bozhounan Railway Station,73,464,464,FALSE
2020-01-10,G3184_20200110_19,G3184,19,Bozhounan Railway Station,Shangqiu Railway Station,134,442,442,FALSE
2020-01-10,G3184_20200110_20,G3184,20,Shangqiu Railway Station,Lankaonan Railway Station,85,416,416,FALSE
2020-01-10,G3184_20200110_21,G3184,21,Lankaonan Railway Station,Zhengzhoudong Railway Station,105,-2,-1,FALSE
2020-01-10,G3184_20200110_22,G3184,22,Zhengzhoudong Railway Station,Luoyanglongmen Railway Station,100,-6,-1,FALSE
2020-01-10,G3184_20200110_23,G3184,23,Luoyanglongmen Railway Station,Minchinan Railway Station,65,-2,-1,FALSE
2020-01-10,G3184_20200110_24,G3184,24,Minchinan Railway Station,Huashanbei Railway Station,194,0,0,FALSE
2020-01-10,G3184_20200110_28,G3184,28,Qishan Railway Station,Baojinan Railway Station,37,0,-1,FALSE
2020-01-10,G3184_20200110_30,G3184,30,Tianshuinan Railway Station,Qinan Railway Station,40,-4,-1,FALSE
2020-01-10,G356_20200110_1,G356,1,Shamenbei Railway Station,Quanzhou Railway Station,71,0,-1,FALSE
2020-01-10,G356_20200110_2,G356,2,Quanzhou Railway Station,Huian Railway Station,18,3,3,FALSE
2020-01-10,G356_20200110_3,G356,3,Huian Railway Station,Xianyou Railway Station,27,5,5,FALSE
2020-01-10,G356_20200110_4,G356,4,Xianyou Railway Station,Futian Railway Station,24,6,5,FALSE
2020-01-10,G356_20200110_5,G356,5,Futian Railway Station,Fuqing Railway Station,50,7,7,FALSE
2020-01-10,G356_20200110_6,G356,6,Fuqing Railway Station,Fuzhou Railway Station,126,8,7,FALSE
2020-01-10,G356_20200110_7,G356,7,Fuzhou Railway Station,Yanping Railway Station,121,5,5,FALSE
2020-01-10,G356_20200110_8,G356,8,Yanping Railway Station,Nanpingshi Railway Station,134,392,392,FALSE
2020-01-10,G356_20200110_9,G356,9,Nanpingshi Railway Station,Shangrao Railway Station,115,363,363,FALSE
2020-01-10,G356_20200110_10,G356,10,Shangrao Railway Station,Dexing Railway Station,1,5,4,FALSE
2020-01-10,G356_20200110_11,G356,11,Dexing Railway Station,Huangshanbei Railway Station,107,11,10,FALSE
2020-01-10,G356_20200110_12,G356,12,Huangshanbei Railway Station,Xixianbei Railway Station,36,8,7,FALSE
2020-01-10,G356_20200110_13,G356,13,Xixianbei Railway Station,Jingde Railway Station,51,4,3,FALSE
2020-01-10,G356_20200110_14,G356,14,Jingde Railway Station,Tonglingbei Railway Station,98,4,3,FALSE
2020-01-10,G356_20200110_15,G356,15,Tonglingbei Railway Station,Chaohudong Railway Station,69,8,6,FALSE
2020-01-10,G356_20200110_16,G356,16,Chaohudong Railway Station,Hefeinan Railway Station,70,6,6,FALSE
2020-01-10,G356_20200110_17,G356,17,Hefeinan Railway Station,Shuijiahu Railway Station,89,6,3,FALSE
2020-01-10,G356_20200110_18,G356,18,Shuijiahu Railway Station,Huainandong Railway Station,20,8,7,FALSE
2020-01-10,G356_20200110_19,G356,19,Huainandong Railway Station,Bangbunan Railway Station,43,9,8,FALSE
2020-01-10,G356_20200110_20,G356,20,Bangbunan Railway Station,Xuzhoudong Railway Station,210,6,6,FALSE
2020-01-10,G356_20200110_21,G356,21,Xuzhoudong Railway Station,Zaozhuang Railway Station,65,65,65,FALSE
2020-01-10,G356_20200110_22,G356,22,Zaozhuang Railway Station,Tengzhoudong Railway Station,36,10,13,FALSE
2020-01-10,G356_20200110_23,G356,23,Tengzhoudong Railway Station,Taian Railway Station,126,13,1,FALSE
2020-01-10,G356_20200110_24,G356,24,Taian Railway Station,Dezhoudong Railway Station,222,1,-1,FALSE
2020-01-10,G356_20200110_25,G356,25,Dezhoudong Railway Station,Tianjinnan Railway Station,192,5,3,FALSE
2020-01-10,G356_20200110_26,G356,26,Tianjinnan Railway Station,Beijingnan Railway Station,122,4,0,FALSE
2020-01-10,G402_20200110_1,G402,1,Kunmingnan Railway Station,Qujingbei Railway Station,128,0,-1,FALSE
2020-01-10,G402_20200110_2,G402,2,Qujingbei Railway Station,Panzhou Railway Station,84,-2,-1,FALSE
2020-01-10,G402_20200110_3,G402,3,Panzhou Railway Station,Anshunxi Railway Station,150,6,5,FALSE
2020-01-10,G402_20200110_4,G402,4,Anshunxi Railway Station,Guiyangbei Railway Station,101,6,5,FALSE
2020-01-10,G402_20200110_5,G402,5,Guiyangbei Railway Station,Kailinan Railway Station,127,3,-1,FALSE
2020-01-10,G402_20200110_6,G402,6,Kailinan Railway Station,Tongrennan Railway Station,140,-2,0,FALSE
2020-01-10,G402_20200110_7,G402,7,Tongrennan Railway Station,Zhijiang Railway Station,73,3,3,FALSE
2020-01-10,G402_20200110_8,G402,8,Zhijiang Railway Station,Huaihuanan Railway Station,34,2,1,FALSE
2020-01-10,G402_20200110_10,G402,10,Loudinan Railway Station,Shaoshannan Railway Station,59,-4,-1,FALSE
2020-01-10,G402_20200110_11,G402,11,Shaoshannan Railway Station,Xiangtanbei Railway Station,40,-1,-2,FALSE
2020-01-10,G402_20200110_12,G402,12,Xiangtanbei Railway Station,Changshanan Railway Station,26,-2,-3,FALSE
2020-01-10,G402_20200110_13,G402,13,Changshanan Railway Station,Chibibei Railway Station,234,-2,-1,FALSE
2020-01-10,G402_20200110_14,G402,14,Chibibei Railway Station,Wuhan Railway Station,128,-2,-2,FALSE
2020-01-10,G402_20200110_15,G402,15,Wuhan Railway Station,Xinyangdong Railway Station,239,-2,-1,FALSE
2020-01-10,G402_20200110_16,G402,16,Xinyangdong Railway Station,Zhumadianxi Railway Station,78,3,2,FALSE
2020-01-10,G402_20200110_17,G402,17,Zhumadianxi Railway Station,Tahexi Railway Station,104,2,1,FALSE
2020-01-10,G402_20200110_18,G402,18,Tahexi Railway Station,Zhengzhoudong Railway Station,115,1,0,FALSE
2020-01-10,G402_20200110_19,G402,19,Zhengzhoudong Railway Station,Xinxiangdong Railway Station,67,-3,-1,FALSE
2020-01-10,G402_20200110_21,G402,21,Anyangdong Railway Station,Handandong Railway Station,60,-1,-2,FALSE
2020-01-10,G402_20200110_23,G402,23,Gaoyixi Railway Station,Shijiazhuang Railway Station,51,-1,-2,FALSE
2020-01-10,G402_20200110_24,G402,24,Shijiazhuang Railway Station,Baodingdong Railway Station,142,-2,-2,FALSE
2020-01-10,G4114_20200110_3,G4114,3,Guilinbei Railway Station,Sanjiangnan Railway Station,93,-1,-1,FALSE
2020-01-10,G4114_20200110_4,G4114,4,Sanjiangnan Railway Station,Duyundong Railway Station,210,-5,-1,FALSE
2020-01-10,G4114_20200110_5,G4114,5,Duyundong Railway Station,Guiyangdong Railway Station,116,0,0,FALSE
2020-01-10,G4114_20200110_8,G4114,8,Zhongqingxi Railway Station,Dazunan Railway Station,79,0,0,FALSE
2020-01-10,G4114_20200110_10,G4114,10,Zizhongbei Railway Station,Chengdudong Railway Station,124,3,3,FALSE
2020-01-10,G4114_20200110_11,G4114,11,Chengdudong Railway Station,Xindudong Railway Station,21,2,-1,FALSE
2020-01-10,G4114_20200110_13,G4114,13,Qingbaijiangdong Railway Station,Deyang Railway Station,34,1,0,FALSE
2020-01-10,G4114_20200110_14,G4114,14,Deyang Railway Station,Mianyang Railway Station,47,1,0,FALSE
2020-01-10,G4114_20200110_15,G4114,15,Mianyang Railway Station,Jiangyou Railway Station,39,1,0,FALSE
2020-01-10,G4114_20200110_16,G4114,16,Jiangyou Railway Station,Guangyuan Railway Station,126,0,0,FALSE
2020-01-10,G4114_20200110_17,G4114,17,Guangyuan Railway Station,Hanzhong Railway Station,138,-3,0,FALSE
2020-01-10,G4114_20200110_18,G4114,18,Hanzhong Railway Station,Foping Railway Station,120,0,0,FALSE
2020-01-10,G4114_20200110_19,G4114,19,Foping Railway Station,Huyi Railway Station,95,0,-1,FALSE
2020-01-10,G4114_20200110_20,G4114,20,Huyi Railway Station,Xianbei Railway Station,45,-2,-1,FALSE
2020-01-10,G4114_20200110_21,G4114,21,Xianbei Railway Station,Weinanbei Railway Station,55,-4,-2,FALSE
2020-01-10,G466_20200110_1,G466,1,Kunmingnan Railway Station,Qujingbei Railway Station,128,0,3,FALSE
2020-01-10,G466_20200110_2,G466,2,Qujingbei Railway Station,Panzhou Railway Station,84,0,0,FALSE
2020-01-10,G466_20200110_3,G466,3,Panzhou Railway Station,Anshunxi Railway Station,150,4,4,FALSE
2020-01-10,G466_20200110_4,G466,4,Anshunxi Railway Station,Guiyangbei Railway Station,101,4,4,FALSE
2020-01-10,G466_20200110_5,G466,5,Guiyangbei Railway Station,Kailinan Railway Station,127,1,0,FALSE
2020-01-10,G466_20200110_6,G466,6,Kailinan Railway Station,Tongrennan Railway Station,140,-1,0,FALSE
2020-01-10,G466_20200110_7,G466,7,Tongrennan Railway Station,Huaihuanan Railway Station,107,1,0,FALSE
2020-01-10,G466_20200110_8,G466,8,Huaihuanan Railway Station,Shaoyangbei Railway Station,155,-3,-1,FALSE
2020-01-10,G466_20200110_9,G466,9,Shaoyangbei Railway Station,Loudinan Railway Station,52,-4,-2,FALSE
2020-01-10,G466_20200110_10,G466,10,Loudinan Railway Station,Xiangtanbei Railway Station,99,-1,-1,FALSE
2020-01-10,G466_20200110_11,G466,11,Xiangtanbei Railway Station,Changshanan Railway Station,26,-2,-1,FALSE
2020-01-10,G466_20200110_12,G466,12,Changshanan Railway Station,Yueyangdong Railway Station,147,-1,-1,FALSE
2020-01-10,G466_20200110_13,G466,13,Yueyangdong Railway Station,Xianningbei Railway Station,130,0,0,FALSE
2020-01-10,G466_20200110_14,G466,14,Xianningbei Railway Station,Wuhan Railway Station,85,0,0,FALSE
2020-01-10,G466_20200110_15,G466,15,Wuhan Railway Station,Xinyangdong Railway Station,239,-3,-2,FALSE
2020-01-10,G466_20200110_16,G466,16,Xinyangdong Railway Station,Xuchangdong Railway Station,246,-3,-2,FALSE
2020-01-10,G466_20200110_17,G466,17,Xuchangdong Railway Station,Zhengzhoudong Railway Station,51,-2,-1,FALSE
2020-01-10,G466_20200110_20,G466,20,Shangqiu Railway Station,Dangshannan Railway Station,62,-2,-2,FALSE
2020-01-10,G466_20200110_21,G466,21,Dangshannan Railway Station,Xiaoxianbei Railway Station,67,-2,-1,FALSE
2020-01-10,G466_20200110_22,G466,22,Xiaoxianbei Railway Station,Xuzhoudong Railway Station,41,-1,-1,FALSE
2020-01-10,G466_20200110_23,G466,23,Xuzhoudong Railway Station,Zaozhuang Railway Station,65,-653,-653,FALSE
2020-01-10,G466_20200110_24,G466,24,Zaozhuang Railway Station,Qufudong Railway Station,92,5,0,FALSE
2020-01-10,G466_20200110_25,G466,25,Qufudong Railway Station,Taian Railway Station,70,-732,-732,FALSE
2020-01-10,G466_20200110_26,G466,26,Taian Railway Station,Jinanxi Railway Station,59,-1,1,FALSE
2020-01-10,G466_20200110_27,G466,27,Jinanxi Railway Station,Jinandong Railway Station,49,1,-1,FALSE
2020-01-10,G468_20200110_1,G468,1,Jinandong Railway Station,Jinanxi Railway Station,44,0,-1,FALSE
2020-01-10,G468_20200110_10,G468,10,Minquanbei Railway Station,Zhengzhoudong Railway Station,140,-2,-1,FALSE
2020-01-10,G468_20200110_11,G468,11,Zhengzhoudong Railway Station,Xuchangdong Railway Station,90,-3,-1,FALSE
2020-01-10,G468_20200110_12,G468,12,Xuchangdong Railway Station,Tahexi Railway Station,64,-1,-1,FALSE
2020-01-10,G468_20200110_13,G468,13,Tahexi Railway Station,Zhumadianxi Railway Station,64,-1,-1,FALSE
2020-01-10,G468_20200110_14,G468,14,Zhumadianxi Railway Station,Xinyangdong Railway Station,118,-1,-2,FALSE
2020-01-10,G7576_20200110_1,G7576,1,Pingyang Railway Station,Ruian Railway Station,17,0,-438,FALSE
2020-01-10,G7576_20200110_2,G7576,2,Ruian Railway Station,Wenzhounan Railway Station,23,-1,-1,FALSE
2020-01-10,G7576_20200110_3,G7576,3,Wenzhounan Railway Station,Yongjia Railway Station,18,-1,-1,FALSE
