DATE,RIDE_ID,TRAIN_NUMBER,STATION_ORDER,STATION_NAME,TO_STATION,MILEAGE,ARRIVAL_DELAY,DEPARTURE_DELAY,MAJOR_HOLIDAY
2020-01-10,G7576_20200110_4,G7576,4,Yongjia Railway Station,Yandangshan Railway Station,58,1,0,FALSE
2020-01-10,G7576_20200110_5,G7576,5,Yandangshan Railway Station,Wenling Railway Station,23,0,-1,FALSE
2020-01-10,G7576_20200110_6,G7576,6,Wenling Railway Station,Taizhou Railway Station,24,-1,-1,FALSE
2020-01-10,G7576_20200110_7,G7576,7,Taizhou Railway Station,Ningbo Railway Station,152,-1,0,FALSE
2020-01-10,G7576_20200110_8,G7576,8,Ningbo Railway Station,Zhuangqiao Railway Station,8,-2,0,FALSE
2020-01-10,G7576_20200110_10,G7576,10,Shaoxingdong Railway Station,Shaoxingbei Railway Station,31,-1,-1,FALSE
2020-01-10,G7576_20200110_11,G7576,11,Shaoxingbei Railway Station,Hangzhoudong Railway Station,43,1,0,FALSE
2020-01-10,G7576_20200110_12,G7576,12,Hangzhoudong Railway Station,Hainingxi Railway Station,123,0,0,FALSE
2020-01-10,G7576_20200110_13,G7576,13,Hainingxi Railway Station,Jiaxingnan Railway Station,49,-1,-1,FALSE
2020-01-10,G7576_20200110_14,G7576,14,Jiaxingnan Railway Station,Songjiangnan Railway Station,53,0,-1,FALSE
2020-01-10,G7576_20200110_15,G7576,15,Songjiangnan Railway Station,Shanghaihongqiao Railway Station,31,0,0,FALSE
2020-01-10,G7576_20200110_16,G7576,16,Shanghaihongqiao Railway Station,Suzhou Railway Station,84,0,1,FALSE
2020-01-10,G7576_20200110_17,G7576,17,Suzhou Railway Station,Wuxi Railway Station,42,2,1,FALSE
2020-01-10,G7576_20200110_18,G7576,18,Wuxi Railway Station,Changzhou Railway Station,39,1,1,FALSE
2020-01-10,G7576_20200110_19,G7576,19,Changzhou Railway Station,Danyang Railway Station,45,5,6,FALSE
2020-01-10,G7576_20200110_20,G7576,20,Danyang Railway Station,Zhenjiang Railway Station,27,4,3,FALSE
2020-01-10,G7576_20200110_21,G7576,21,Zhenjiang Railway Station,Nanjingnan Railway Station,74,3,3,FALSE
2020-01-10,G7592_20200110_1,G7592,1,Wenzhounan Railway Station,Qingtian Railway Station,40,0,-1,FALSE
2020-01-10,G7592_20200110_2,G7592,2,Qingtian Railway Station,Lishui Railway Station,147,-1,-1,FALSE
2020-01-10,G7592_20200110_3,G7592,3,Lishui Railway Station,Wuyibei Railway Station,74,1,2,FALSE
2020-01-10,G7592_20200110_4,G7592,4,Wuyibei Railway Station,Jinhuanan Railway Station,19,3,2,FALSE
2020-01-10,G7592_20200110_5,G7592,5,Jinhuanan Railway Station,Yiwu Railway Station,45,3,3,FALSE
2020-01-10,G7592_20200110_6,G7592,6,Yiwu Railway Station,Hangzhoudong Railway Station,12,1,0,FALSE
2020-01-10,G7592_20200110_7,G7592,7,Hangzhoudong Railway Station,Yuhang Railway Station,42,0,0,FALSE
2020-01-10,G7592_20200110_8,G7592,8,Yuhang Railway Station,Jiaxingnan Railway Station,60,2,1,FALSE
2020-01-10,G7592_20200110_9,G7592,9,Jiaxingnan Railway Station,Jiashannan Railway Station,80,2,1,FALSE
2020-01-10,G7592_20200110_10,G7592,10,Jiashannan Railway Station,Jinshanbei Railway Station,19,1,1,FALSE
2020-01-10,G7592_20200110_11,G7592,11,Jinshanbei Railway Station,Shanghaihongqiao Railway Station,48,1,1,FALSE
2020-01-10,G7592_20200110_12,G7592,12,Shanghaihongqiao Railway Station,Kunshannan Railway Station,50,0,0,FALSE
2020-01-10,G7592_20200110_13,G7592,13,Kunshannan Railway Station,Suzhou Railway Station,34,0,-1,FALSE
2020-01-10,G7592_20200110_14,G7592,14,Suzhou Railway Station,Wuxixinqu Railway Station,29,2,2,FALSE
2020-01-10,G7592_20200110_15,G7592,15,Wuxixinqu Railway Station,Wuxi Railway Station,13,2,1,FALSE
2020-01-10,G7592_20200110_16,G7592,16,Wuxi Railway Station,Changzhou Railway Station,39,1,0,FALSE
2020-01-10,G7592_20200110_17,G7592,17,Changzhou Railway Station,Danyang Railway Station,45,1,0,FALSE
2020-01-10,G7592_20200110_18,G7592,18,Danyang Railway Station,Zhenjiang Railway Station,27,-1,2,FALSE
2020-01-10,G7592_20200110_19,G7592,19,Zhenjiang Railway Station,Nanjingnan Railway Station,74,2,1,FALSE
2020-01-10,G7592_20200110_20,G7592,20,Nanjingnan Railway Station,Jiangningxi Railway Station,10,3,4,FALSE
2020-01-10,G7592_20200110_21,G7592,21,Jiangningxi Railway Station,Maanshandong Railway Station,32,4,3,FALSE
2020-01-10,G7592_20200110_22,G7592,22,Maanshandong Railway Station,Wuhu Railway Station,43,3,2,FALSE
2020-01-10,G7592_20200110_23,G7592,23,Wuhu Railway Station,Fanchangxi Railway Station,41,2,2,FALSE
2020-01-10,G7592_20200110_24,G7592,24,Fanchangxi Railway Station,Tongling Railway Station,35,0,-1,FALSE
2020-01-10,G868_20200110_1,G868,1,Wenzhounan Railway Station,Qingtian Railway Station,40,0,-1,FALSE
2020-01-10,G868_20200110_2,G868,2,Qingtian Railway Station,Lishui Railway Station,147,-2,-1,FALSE
2020-01-10,G868_20200110_3,G868,3,Lishui Railway Station,Yongkangnan Railway Station,50,0,0,FALSE
2020-01-10,G868_20200110_4,G868,4,Yongkangnan Railway Station,Jinhuanan Railway Station,43,-3,-2,FALSE
2020-01-10,G868_20200110_5,G868,5,Jinhuanan Railway Station,Jinhua Railway Station,103,1,2,FALSE
2020-01-10,G868_20200110_10,G868,10,Shangrao Railway Station,Wuyuan Railway Station,86,-2,-2,FALSE
2020-01-10,G868_20200110_12,G868,12,Jingdezhenbei Railway Station,Poyang Railway Station,35,2,0,FALSE
2020-01-10,G868_20200110_13,G868,13,Poyang Railway Station,Duchang Railway Station,52,2,1,FALSE
2020-01-10,G868_20200110_14,G868,14,Duchang Railway Station,Jiujiang Railway Station,64,2,1,FALSE
2020-01-10,G868_20200110_17,G868,17,Dayebei Railway Station,Huangshibei Railway Station,10,0,-1,FALSE
2020-01-10,G868_20200110_18,G868,18,Huangshibei Railway Station,Wuhan Railway Station,85,-1,0,FALSE
2020-01-10,G868_20200110_19,G868,19,Wuhan Railway Station,Xiaoganbei Railway Station,126,1,-1,FALSE
2020-01-10,G868_20200110_20,G868,20,Xiaoganbei Railway Station,Xinyangdong Railway Station,73,-1,-1,FALSE
2020-01-10,G868_20200110_21,G868,21,Xinyangdong Railway Station,Zhumadianxi Railway Station,78,-2,-2,FALSE
2020-01-10,G868_20200110_22,G868,22,Zhumadianxi Railway Station,Zhengzhou Railway Station,228,-1,0,FALSE
2020-01-10,G868_20200110_24,G868,24,Zhengzhouxi Railway Station,Luoyanglongmen Railway Station,46,-1,-1,FALSE
2020-01-10,G868_20200110_25,G868,25,Luoyanglongmen Railway Station,Minchinan Railway Station,65,-1,0,FALSE
2020-01-10,G868_20200110_26,G868,26,Minchinan Railway Station,Huashanbei Railway Station,194,1,0,FALSE
2020-01-10,G868_20200110_27,G868,27,Huashanbei Railway Station,Weinanbei Railway Station,58,-1,-1,FALSE
2020-01-10,G868_20200110_28,G868,28,Weinanbei Railway Station,Xianbei Railway Station,63,-2,-3,FALSE
